time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain
2026-04-01 11:05:00,2026,PUT,BE_SL,-96.0022627003558,81.55968128047789,177.5619439808337,97.5,292.1680848365195,293.42284916391145,0.26429771667463503,90.0,False,2026-04-01 10:55:00,10.0,8,mlp
2026-04-02 12:35:00,2026,PUT,SL,-2808.4484796099723,-2653.8343882356276,154.61409137434464,-2925.0,249.3690819323474,208.5408605748762,0.2501,90.0,False,2026-04-02 12:15:00,20.0,8,mlp
2026-04-07 10:00:00,2026,PUT,SL,-3002.8244104366563,-2875.6481280863954,127.17628235026106,-2925.0,188.5244743866515,144.2837339545531,0.8489169269655035,90.0,False,2026-04-07 09:45:00,15.0,8,mlp
2026-04-07 10:05:00,2026,PUT,DAILY_CAP,295.9413733807678,427.1702380950046,131.22886471423683,533.0000000000473,187.13773938090526,193.70958919775148,0.8489169269655035,90.0,False,2026-04-07 10:00:00,5.0,8,mlp
2026-04-10 12:25:00,2026,CALL,BE_SL,-170.94902752123087,-40.58148259215159,130.3675449290793,97.5,186.6894719619704,186.0651414605527,0.19977499999999998,69.3,False,2026-04-10 10:40:00,105.0,8,mlp
2026-04-10 14:10:00,2026,CALL,TRAIL_SL,646.9030024519767,775.9433808298036,129.04037837782684,812.175000000052,181.12214036260957,193.05973083691424,0.19977499999999998,51.2,True,2026-04-10 13:15:00,55.0,8,mlp
2026-04-10 15:20:00,2026,PUT,SQUARE_OFF,-1963.1847425138224,-1842.1589606217913,121.02578189203112,-1945.125000000071,171.44920999495116,143.10830290846206,0.19977499999999998,83.3,False,2026-04-10 14:50:00,30.0,8,mlp
2026-04-20 13:55:00,2026,PUT,BE_SL,-52.447138014548116,55.526746876994366,107.97388489154248,97.5,136.1513204920575,137.00557813631895,0.2577683216696048,64.0,False,2026-04-20 13:40:00,15.0,8,mlp
2026-04-20 14:10:00,2026,PUT,BE_SL,-52.34649378117072,55.56300343586372,107.90949721703444,97.5,136.00677158709732,136.86158702457215,0.2577683216696048,66.8,False,2026-04-20 13:55:00,15.0,8,mlp
2026-04-20 15:20:00,2026,PUT,SQUARE_OFF,2279.3702260431533,2390.6503454897575,111.28011944660427,2377.3750000000473,136.1601798972788,172.9394159817366,0.2577683216696048,63.2,True,2026-04-20 14:10:00,70.0,8,mlp
2026-04-21 14:35:00,2026,CALL,BE_SL,-3002.481904801823,-2910.9421678992658,91.53973690255714,97.5,108.69683826085566,63.91311260086695,0.6080375625168846,41.2,False,2026-04-21 12:40:00,115.0,8,mlp
2026-04-22 11:55:00,2026,PUT,TRAIL_SL,606.8611041008027,751.4873063902996,144.62620228949694,791.7000000000189,216.1617107174443,227.72305389267967,0.17763378974273683,46.5,True,2026-04-22 11:20:00,35.0,8,mlp
2026-04-22 12:55:00,2026,PUT,BE_SL,-91.11591464693237,55.00125633511743,146.1171709820498,97.5,221.71568557400315,222.56185874838957,0.17763378974273683,40.0,False,2026-04-22 12:00:00,55.0,8,mlp
2026-04-22 15:20:00,2026,PUT,SQUARE_OFF,1099.8375184625297,1241.1109913556265,141.2734728930969,1319.4999999999527,207.08767458500188,226.1816898366269,0.17763378974273683,53.8,False,2026-04-22 14:20:00,60.0,8,mlp
2026-04-23 12:10:00,2026,PUT,TRAIL_SL,1890.5833540849521,2025.9122193181247,135.32886523317248,2043.600000000033,191.26317413146353,222.43105442866545,0.16548620827629293,90.0,True,2026-04-23 09:50:00,140.0,8,mlp
2026-04-24 13:25:00,2026,PUT,BE_SL,-69.0898825611806,57.670455251172825,126.76033781235343,97.5,178.28613301127007,179.17337078436503,0.17439366910069454,48.9,False,2026-04-24 12:40:00,45.0,8,mlp
2026-04-28 12:15:00,2026,PUT,TRAIL_SL,314.5360284437869,420.4241578451001,105.88812940131325,975.9750000000804,130.3150158027729,136.7830797696206,0.6125950276287796,55.7,True,2026-04-28 11:40:00,35.0,8,mlp
2026-04-29 15:00:00,2026,PUT,BE_SL,-49.12006966187829,76.901607000882,126.02167666276029,97.5,176.56816800825618,177.7512696544236,0.15261531601310263,66.3,False,2026-04-29 14:35:00,25.0,8,mlp
2026-04-30 12:45:00,2026,PUT,SL,-1676.5380691548698,-1556.7020254977615,119.83604365710843,-1725.7499999999527,167.87485083342835,143.92558890269356,0.16416003920829964,53.1,False,2026-04-30 12:05:00,40.0,8,mlp
