date,bn,nf,usd
2023-07-17,45449.75,19711.44921875,82.07679748535156
2023-07-18,45410.8515625,19749.25,82.06159973144531
2023-07-19,45669.30078125,19833.150390625,82.07540130615234
2023-07-20,46186.8984375,19979.150390625,82.06169891357422
2023-07-21,46075.19921875,19745.0,82.0823974609375
2023-07-24,45923.05078125,19672.349609375,81.99030303955078
2023-07-25,45845.0,19680.599609375,81.81420135498047
2023-07-26,46062.3515625,19778.30078125,81.95010375976562
2023-07-27,45679.30078125,19659.900390625,81.97550201416016
2023-07-28,45468.1015625,19646.05078125,82.3749008178711
2023-07-31,45651.1015625,19753.80078125,82.25279998779297
2023-08-01,45592.5,19733.55078125,82.2332992553711
2023-08-02,44995.69921875,19526.55078125,82.30729675292969
2023-08-03,44513.44921875,19381.650390625,82.7332992553711
2023-08-04,44879.5,19517.0,82.7843017578125
2023-08-07,44837.5,19597.30078125,82.69529724121094
2023-08-08,44964.44921875,19570.849609375,82.74829864501953
2023-08-09,44880.69921875,19632.55078125,82.84500122070312
2023-08-10,44541.80078125,19543.099609375,82.86630249023438
2023-08-11,44199.1015625,19428.30078125,82.79989624023438
2023-08-14,44090.94921875,19434.55078125,82.89730072021484
2023-08-16,43946.3984375,19465.0,83.19419860839844
2023-08-17,43891.3515625,19365.25,83.23699951171875
2023-08-18,43851.05078125,19310.150390625,83.09829711914062
2023-08-21,44002.0,19393.599609375,83.16729736328125
2023-08-22,43993.25,19396.44921875,83.1135025024414
2023-08-23,44479.05078125,19444.0,83.07330322265625
2023-08-24,44496.19921875,19386.69921875,82.5447006225586
2023-08-25,44231.44921875,19265.80078125,82.64140319824219
2023-08-28,44494.6484375,19306.05078125,82.66429901123047
2023-08-29,44495.25,19342.650390625,82.69149780273438
2023-08-30,44232.6015625,19347.44921875,82.49469757080078
