trade_pnl
133.47880823444603
139.6040383613194
974.1142232820808
697.4574374996498
-1207.8037895421608
715.7788297768757
514.9674324713052
-1264.1400745620726
-2.2902730410796153
607.551991413168
-2796.040438291422
173.69717474940447
-1224.9166970369467
-13.744660404542813
-1507.0374437053379
-22.145413103520752
-41.10789639519635
-2131.400913161787
3627.018503156417
3174.839718103068
-2867.2802765279184
-2673.035035820484
412.2613930851344
-10.666298627554752
-859.196249926457
-3056.8545515039536
1749.9072101415645
-1358.779381008822
-467.6182910121398
1694.4953785655302
-93.14193800536906
-57.58229046886018
1870.8859884024293
-1797.7109655424924
-1474.8354286635854
-131.2206283552639
-991.2093969866718
653.483498097147
-12.838625351691007
88.44807965413278
-2073.9587669176735
-66.74250025453179
-1650.8427531818734
14020.739913156305
1307.8157127566774
385.8004104263176
-610.8993140198584
-581.8464528650902
-33.29597528841222
-1488.9214017583274
675.7665454316827
-79.3928264052312
-28.751551821057802
-1593.565307979409
-680.8628364624988
-1055.5780402552018
-934.5089589000995
591.1480530036571
-3043.2658976480907
-81.05972309337363
-96.7692552722676
-578.4393572954107
-391.4673005286927
-41.75782119165035
929.3734911296121
-96.89324232250601
-155.61249384550842
-3110.1875755948663
-179.29062165854614
-94.17842141597677
-578.1198936423891
-2007.999129497736
-72.1789480333289
475.34117940797614
-65.3020071260259
1226.7493814281163
4659.28734418646
-73.55287306464021
-181.68224565757188
225.63333570428696
-1104.4174648701226
-228.74359367808148
-309.6043835994841
561.413880304063
-130.93887287986269
-382.42452562559475
-675.9328920992928
-4811.6147186943235
