time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain
2026-01-01 15:20:00,2026,PUT,SQUARE_OFF,384.7373648137549,466.9494411746473,82.21207636089244,533.0000000000473,69.14058052983091,76.32441808636395,0.06536126491752825,32.7,False,2026-01-01 13:25:00,115.0,7,cat
2026-01-06 11:35:00,2026,PUT,TRAIL_SL,133.47880823444603,239.34142412918845,105.8626158947424,1116.3749999999527,130.8322286502389,134.51440440607257,0.558580952291315,37.8,True,2026-01-06 10:40:00,55.0,7,cat
2026-01-07 10:05:00,2026,PUT,SL,-1374.6369631141683,-1292.761229313628,81.87573380054029,-1582.7500000000236,81.88531027110548,61.99667597397274,0.0712305854388643,48.7,False,2026-01-07 09:50:00,15.0,7,cat
2026-01-07 11:05:00,2026,PUT,SL,-1281.3405694749285,-1196.0401627358988,85.30040673902984,-1355.2500000000236,89.26068177852721,70.86006389028262,0.0712305854388643,41.7,False,2026-01-07 10:40:00,25.0,7,cat
2026-01-07 11:45:00,2026,PUT,FLOOD_EXIT,145.77778975075796,232.71402151065558,86.93623175989761,245.37499999997635,88.39774712895633,91.97796284450487,0.0712305854388643,33.7,False,2026-01-07 11:40:00,5.0,7,cat
2026-01-08 12:55:00,2026,PUT,FLOOD_EXIT,697.4574374996498,787.9196662372124,90.46222873756255,783.2499999999527,94.54596793932615,106.66780895836018,0.07917760941702738,37.9,False,2026-01-08 12:25:00,30.0,7,cat
2026-01-09 09:45:00,2026,PUT,SL,-1940.3832733325426,-1852.2749093392576,88.10836399328491,-2040.9999999999764,97.6412260131583,69.14468894640049,0.0860573403686758,62.8,False,2026-01-09 09:35:00,10.0,7,cat
2026-01-09 10:45:00,2026,PUT,BE_SL,-7.670957403282898,75.09721306411848,82.76817046740138,97.5,78.331841728359,79.48718346780697,0.0860573403686758,78.9,False,2026-01-09 10:20:00,25.0,7,cat
2026-01-09 11:30:00,2026,PUT,BE_SL,-12.287709914006683,70.36210672657944,82.64981664058612,97.5,77.40747388926502,78.4899678389047,0.0860573403686758,51.5,False,2026-01-09 10:55:00,35.0,7,cat
2026-01-09 13:35:00,2026,PUT,SL,-1207.8037895421608,-1122.2806161515473,85.52317339061358,-1218.75,89.52640436660295,72.26054873350222,0.0860573403686758,37.5,False,2026-01-09 12:50:00,45.0,7,cat
2026-01-09 13:40:00,2026,PUT,DAILY_CAP,905.3180373949629,989.3934657487989,84.07542835383606,1049.7499999999764,78.45004695987882,93.67148489447573,0.0860573403686758,38.1,False,2026-01-09 13:35:00,5.0,7,cat
2026-01-12 09:45:00,2026,PUT,BE_SL,5.864594928593505,90.32849214821908,84.46389721962558,97.5,83.30351340463858,84.69318251461118,0.12812846232057767,58.1,False,2026-01-12 09:35:00,10.0,7,cat
2026-01-12 10:05:00,2026,PUT,BE_SL,-10.844900748380297,71.6624284295176,82.5073291778979,97.5,76.21265404286532,77.31515294178098,0.12812846232057767,65.8,False,2026-01-12 09:45:00,20.0,7,cat
2026-01-13 10:00:00,2026,PUT,BE_SL,-230.72304753069858,-114.34488539471204,116.37816213598654,97.5,155.54260423329288,153.7834521502973,0.5721170920613297,67.2,False,2026-01-13 09:45:00,15.0,7,cat
2026-01-13 10:15:00,2026,PUT,FLOOD_EXIT,55.88472243508592,168.86915884102564,112.98443640593972,385.1249999999527,147.03139395713333,149.62938101622603,0.5721170920613297,74.5,False,2026-01-13 10:00:00,15.0,7,cat
2026-01-14 11:15:00,2026,PUT,SL,-2210.9413238421857,-2110.226743585554,100.71458025663176,-2300.9999999999764,126.73767873834731,94.27265191395418,0.09456668435227908,70.8,False,2026-01-14 10:20:00,55.0,7,cat
2026-01-14 14:45:00,2026,PUT,SL,-1470.451872375473,-1371.7002227294142,98.7516496460586,-1495.0,119.99163887809482,98.88855852841152,0.09456668435227908,46.0,False,2026-01-14 14:30:00,15.0,7,cat
2026-01-14 14:50:00,2026,PUT,DAILY_CAP,-82.07423027216986,16.550640218974877,98.62487049114473,19.50000000007094,115.30333312866424,115.55795836280231,0.09456668435227908,49.7,False,2026-01-14 14:45:00,5.0,7,cat
2026-01-16 11:45:00,2026,CALL,SL,-1507.0374437053379,-1415.3693702700548,91.66807343528309,-1501.5000000000236,104.24035100414585,82.46543761537578,0.09646693799812595,46.2,False,2026-01-16 10:55:00,50.0,7,cat
2026-01-16 15:20:00,2026,PUT,SQUARE_OFF,-521.7222674723399,-429.26289711254867,92.45937035979128,-409.4999999999527,102.88717904668374,96.28313447572145,0.09646693799812595,45.5,False,2026-01-16 14:15:00,65.0,7,cat
2026-01-19 10:50:00,2026,PUT,FLOOD_EXIT,298.2595171944312,381.52824085759676,83.26872366316553,402.99999999992906,78.88820130495151,84.75786654891454,0.12193457986694746,72.6,False,2026-01-19 10:05:00,45.0,7,cat
2026-01-20 10:45:00,2026,PUT,FLOOD_EXIT,-1435.1273497763596,-1255.9447821839967,179.18256759236277,-60.12500000007094,300.0463882696149,280.7241608513996,1.147948343324098,61.2,False,2026-01-20 10:05:00,40.0,7,cat
2026-01-21 11:10:00,2026,PUT,TRAIL_SL,3627.018503156417,3745.2906280120624,118.2721248556455,3594.825000000019,147.547293780759,205.16714959632918,0.12252495817979173,90.0,True,2026-01-21 10:05:00,65.0,7,cat
2026-01-21 14:00:00,2026,CALL,SL,-2867.2802765279184,-2750.717148633803,116.5631278941154,-2902.2499999999764,164.3208200735371,122.00209470994014,0.12252495817979173,89.3,False,2026-01-21 13:10:00,50.0,7,cat
2026-01-21 15:00:00,2026,PUT,BE_SL,-35.29935061057236,74.98164937795991,110.28099998853227,97.5,141.2649053117766,142.4184691483606,0.12252495817979173,80.2,False,2026-01-21 14:30:00,30.0,7,cat
2026-01-22 12:15:00,2026,PUT,BE_SL,-29.25137993774247,70.12381829244077,99.37519823018324,97.5,116.8165130502839,117.89534102401376,0.10411618155239576,81.1,False,2026-01-22 11:25:00,50.0,7,cat
2026-01-23 12:15:00,2026,PUT,BE_SL,-10.666298627554752,80.01849489520282,90.68479352275757,97.5,97.29088175743891,98.52193552505742,0.10605320075361319,48.1,False,2026-01-23 12:00:00,15.0,7,cat
2026-01-23 12:45:00,2026,PUT,FLOOD_EXIT,-322.1071948067906,-228.75072723085395,93.35646757593663,-230.7373046875,104.2634598883069,100.74421793090914,0.10605320075361319,51.8,False,2026-01-23 12:20:00,25.0,7,cat
2026-01-27 09:35:00,2026,PUT,SL,-3056.8545515039536,-2884.8179056180197,172.03664588593412,-2817.7500000000236,289.183953086118,244.80213915353306,1.1203264046281967,86.7,False,2026-01-27 09:25:00,10.0,7,cat
