time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain,calibrator
2025-04-01 12:10:00,2025,PUT,BE_SL,-37.21565026293624,55.87504294685459,93.09069320979083,97.5,102.76436537991867,103.6239814252549,0.1540218860052448,70.8,False,2025-04-01 11:35:00,35.0,4,lgb,noop
2025-04-01 12:25:00,2025,PUT,FLOOD_EXIT,-230.24352648488968,-138.30951772293702,91.93400876195267,-130.0,100.78570771959858,98.65786898539955,0.1540218860052448,54.7,False,2025-04-01 12:10:00,15.0,4,lgb,noop
2025-04-02 09:45:00,2025,CALL,SL,-2219.9498667037988,-2133.266115373208,86.68375133059085,-2193.75,95.33692873342079,62.51745003537144,0.15287614272532096,67.5,False,2025-04-02 09:35:00,10.0,4,lgb,noop
2025-04-02 12:50:00,2025,CALL,BE_SL,-80.50429746292164,6.234224732716029,86.73852219563767,97.5,88.67270327399456,88.76861442372865,0.15287614272532096,51.3,False,2025-04-02 11:50:00,60.0,4,lgb,noop
2025-04-02 13:50:00,2025,CALL,SL,-1261.012951020014,-1180.2351812845336,80.7777697354804,-1225.2500000000236,76.55082748022141,58.39336315276705,0.15287614272532096,37.7,False,2025-04-02 13:15:00,35.0,4,lgb,noop
2025-04-03 10:40:00,2025,PUT,REVERSAL,-1665.1338638051757,-1589.9652783876672,75.16858541750833,-1727.3750000000473,34.91153088578176,10.45052660289457,0.11524321641849355,80.8,False,2025-04-03 09:55:00,45.0,4,lgb,noop
2025-04-03 11:10:00,2025,CALL,FLOOD_EXIT,-388.1892436306465,-313.04105485322907,75.14818877741746,-285.99999999997635,19.79317724618886,14.977161017677645,0.11524321641849355,55.3,False,2025-04-03 10:40:00,30.0,4,lgb,noop
2025-04-04 11:05:00,2025,PUT,SL,-2678.737078893514,-2580.933512651409,97.80356624210528,-2925.0,121.70092871950692,81.99425929410063,0.11171101724160706,90.0,False,2025-04-04 10:25:00,40.0,4,lgb,noop
2025-04-04 11:10:00,2025,PUT,FLOOD_EXIT,67.30744861091328,161.55667944635752,94.24923083544424,180.37499999997635,105.02793583418861,107.51342321028642,0.11171101724160706,73.1,False,2025-04-04 11:05:00,5.0,4,lgb,noop
2025-04-07 12:35:00,2025,PUT,TRAIL_SL,1188.087627686371,1377.9297024113384,189.84207472496755,1443.9750000000095,315.60232632069346,336.80124481932944,0.47043263366312027,81.9,True,2025-04-07 12:10:00,25.0,4,lgb,noop
