time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain,calibrator
2025-04-01 12:10:00,2025,PUT,BE_SL,-37.21565026293624,55.87504294685459,93.09069320979083,97.5,102.76436537991867,103.6239814252549,0.1540218860052448,70.8,False,2025-04-01 11:35:00,35.0,4,xgb,noop
2025-04-01 12:25:00,2025,PUT,FLOOD_EXIT,-230.24352648488968,-138.30951772293702,91.93400876195267,-130.0,100.78570771959858,98.65786898539955,0.1540218860052448,54.7,False,2025-04-01 12:10:00,15.0,4,xgb,noop
2025-04-02 09:45:00,2025,CALL,SL,-2219.9498667037988,-2133.266115373208,86.68375133059085,-2193.75,95.33692873342079,62.51745003537144,0.15287614272532096,67.5,False,2025-04-02 09:35:00,10.0,4,xgb,noop
2025-04-02 12:55:00,2025,CALL,SL,-1481.6273915771312,-1401.2004513774718,80.42694019965934,-1517.7500000000236,76.23338571468594,54.67645569349406,0.15287614272532096,46.7,False,2025-04-02 12:20:00,35.0,4,xgb,noop
2025-04-03 15:20:00,2025,CALL,SQUARE_OFF,-1360.320297014161,-1286.5488234529419,73.7714735612191,-1093.6250000000473,19.79317724618886,0.00011842383591087469,0.11524321641849355,55.3,False,2025-04-03 10:40:00,280.0,4,xgb,noop
2025-04-04 11:15:00,2025,PUT,FLOOD_EXIT,-989.9999584174282,-895.6930522525454,94.30690616488276,-997.7500000000236,108.51120129978881,94.73130818821119,0.11171101724160706,83.2,False,2025-04-04 10:40:00,35.0,4,xgb,noop
2025-04-07 12:35:00,2025,PUT,TRAIL_SL,1188.087627686371,1377.9297024113384,189.84207472496755,1443.9750000000095,315.60232632069346,336.80124481932944,0.47043263366312027,81.9,True,2025-04-07 12:10:00,25.0,4,xgb,noop
2025-04-07 13:55:00,2025,CALL,BE_SL,-125.20711948384391,67.613195935146,192.8203154189899,97.5,326.43977723663556,327.4799802510224,0.47043263366312027,90.0,False,2025-04-07 13:45:00,10.0,4,xgb,noop
2025-04-07 14:10:00,2025,CALL,BE_SL,-137.5987788303045,46.19517154659661,183.7939503769011,97.5,306.2598551014962,306.97055004836693,0.47043263366312027,90.0,False,2025-04-07 13:55:00,15.0,4,xgb,noop
2025-04-07 14:20:00,2025,CALL,BE_SL,-121.63111802377117,64.69692058779401,186.32803861156518,97.5,311.88560781834894,312.88094505816116,0.47043263366312027,90.0,False,2025-04-07 14:10:00,10.0,4,xgb,noop
2025-04-07 15:05:00,2025,CALL,TP,6229.653930051095,6424.828447132086,195.17451708099082,5850.0,311.5538569831351,410.397371554398,0.47043263366312027,90.0,True,2025-04-07 14:40:00,25.0,4,xgb,noop
2025-04-08 10:35:00,2025,CALL,SL,-3080.619247192802,-2949.697844361681,130.92140283112127,-2925.0,197.16040329143652,151.78043645510297,0.3632433959509048,90.0,False,2025-04-08 09:55:00,40.0,4,xgb,noop
2025-04-09 15:20:00,2025,PUT,SQUARE_OFF,-689.2907358884709,-615.4632214633966,73.82751442507423,490.7499999999527,12.400430848070755,2.9317659024800378,0.10597997479427704,66.1,False,2025-04-09 11:30:00,230.0,4,xgb,noop
2025-04-11 11:30:00,2025,CALL,FLOOD_EXIT,1688.8304437472418,1859.3182350811458,170.48779133390389,1732.2499999999764,270.65986322860954,299.26475915293486,0.21277327161454898,90.0,False,2025-04-11 11:00:00,30.0,4,xgb,noop
2025-04-15 11:10:00,2025,CALL,FLOOD_EXIT,-616.5295200213131,-520.0398910549939,96.48962896631934,-469.6249999999054,112.2157909458765,104.21517723733814,0.1433371297529717,57.3,False,2025-04-15 10:40:00,30.0,4,xgb,noop
2025-04-16 13:15:00,2025,CALL,BE_SL,-199.1694304214376,-113.48468320917164,85.68474721226598,97.5,86.68866560511378,84.94274740189576,0.1827181572856317,48.5,False,2025-04-16 11:30:00,105.0,4,xgb,noop
2025-04-17 15:20:00,2025,CALL,SQUARE_OFF,25715.681487777056,25831.966621722975,116.28513394592085,14462.5,54.25862165327453,451.67349275670495,0.2365876596178527,55.7,True,2025-04-17 10:55:00,265.0,4,xgb,noop
2025-04-21 11:10:00,2025,CALL,FLOOD_EXIT,1410.8506580987882,1524.0404432168452,113.1897851180569,1376.3749999999527,143.19305221671857,166.6398282662085,0.14274259043231724,64.4,False,2025-04-21 10:40:00,30.0,4,xgb,noop
2025-04-22 13:20:00,2025,PUT,BE_SL,-45.80641796635145,44.87632157707594,90.68273954342739,97.5,97.39775498466224,98.08815993200187,0.13224735487516812,41.6,False,2025-04-22 12:25:00,55.0,4,xgb,noop
2025-04-22 14:05:00,2025,PUT,BE_SL,-36.037184814124714,54.65400069550924,90.69118550963395,97.5,97.38568340161692,98.22651418154783,0.13224735487516812,30.0,False,2025-04-22 13:20:00,45.0,4,xgb,noop
2025-04-23 11:30:00,2025,PUT,FLOOD_EXIT,-996.8546881673028,-917.5550519333228,79.29963623398001,-1090.3750000000946,61.23864579789188,47.12241422968691,0.13575362731931453,81.5,False,2025-04-23 11:00:00,30.0,4,xgb,noop
2025-04-25 12:10:00,2025,PUT,BE_SL,-73.53979453311129,45.731500140555,119.27129467366629,97.5,161.52464819083798,162.2282097314619,0.15186071352738734,90.0,False,2025-04-25 11:00:00,70.0,4,xgb,noop
2025-04-25 12:25:00,2025,PUT,FLOOD_EXIT,-303.8523709588809,-181.55291352044514,122.29945743843578,-175.49999999992906,169.03840644046795,166.24528469399957,0.15186071352738734,81.9,False,2025-04-25 12:10:00,15.0,4,xgb,noop
2025-04-28 13:05:00,2025,CALL,TRAIL_SL,1532.935057798119,1636.9929410046007,104.0578832064815,1485.9000000000378,122.35013019298094,147.5346369776671,0.14345677729067452,58.4,True,2025-04-28 11:50:00,75.0,4,xgb,noop
2025-04-28 14:35:00,2025,CALL,SL,-1806.5192172413151,-1715.4396071195606,91.07961012175447,-1764.7499999999764,103.87222086587826,77.4808422948081,0.14345677729067452,54.3,False,2025-04-28 13:05:00,90.0,4,xgb,noop
2025-04-29 10:55:00,2025,PUT,BE_SL,4.397548000049525,84.79069004588382,80.3931420458343,97.5,58.55645049965642,59.86092265420848,0.10960932384507929,90.0,False,2025-04-29 10:45:00,10.0,4,xgb,noop
2025-04-30 09:45:00,2025,PUT,BE_SL,-473.2274484849801,-258.54179037394715,214.68565811103295,97.5,376.522583645572,372.545017639819,1.5216284419849342,72.0,False,2025-04-30 09:35:00,10.0,4,xgb,noop
2025-04-30 11:05:00,2025,PUT,FLOOD_EXIT,-1188.7784824873297,-984.6349783755704,204.14350411175934,-186.875,355.17788106660737,340.02965063006013,1.5216284419849342,59.2,False,2025-04-30 10:45:00,20.0,4,xgb,noop
2025-05-02 12:45:00,2025,PUT,TRAIL_SL,2048.9819931111892,2169.5823004925387,120.60030738134952,2183.0250000000615,157.76843596975414,191.1466252081009,0.13542308721354698,84.6,True,2025-05-02 11:55:00,50.0,4,xgb,noop
2025-05-02 15:00:00,2025,PUT,SL,-2218.097306396539,-2098.0899542745465,120.00735212199248,-2239.2500000000473,169.97656083183028,137.6982538429911,0.13542308721354698,68.9,False,2025-05-02 14:40:00,20.0,4,xgb,noop
2025-05-05 12:20:00,2025,PUT,BE_SL,-4.242855849052248,87.83286084209067,92.07571669114292,97.5,100.386199562392,101.737474344578,0.1163803336802714,53.4,False,2025-05-05 12:10:00,10.0,4,xgb,noop
2025-05-05 13:55:00,2025,PUT,SL,-1737.2518622208245,-1645.5983357728837,91.65352644794078,-1729.0000000000236,104.93806929942002,79.62117182599104,0.1163803336802714,53.2,False,2025-05-05 12:20:00,95.0,4,xgb,noop
2025-05-07 10:15:00,2025,CALL,REVERSAL,-2018.0521364634692,-1938.7498305350437,79.30230592842548,-2110.8750000000236,73.21631118729601,43.38939071752611,0.11970810698340904,90.0,False,2025-05-07 09:45:00,30.0,4,xgb,noop
2025-05-07 11:15:00,2025,PUT,SL,-2507.0979699203476,-2428.966793909067,78.13117601128084,-2925.0,69.26017706175298,31.891457155459648,0.11970810698340904,90.0,False,2025-05-07 10:15:00,60.0,4,xgb,noop
2025-05-07 11:20:00,2025,CALL,DAILY_CAP,170.88574302041906,252.35992994406843,81.47418692364937,255.12500000007094,65.54418170132703,69.42664216200501,0.11970810698340904,69.1,False,2025-05-07 11:15:00,5.0,4,xgb,noop
2025-05-08 10:00:00,2025,PUT,BE_SL,-822.9501795783397,-607.7984828332319,215.15169674510776,97.5,378.6759364395275,369.3251905497855,1.4926505143801996,56.0,False,2025-05-08 09:40:00,20.0,4,xgb,noop
2025-05-08 13:30:00,2025,PUT,TRAIL_SL,-8691.37293884273,-8494.155368636493,197.21757020623528,873.6000000000331,363.4639607617646,232.78464739812625,1.4926505143801996,53.6,True,2025-05-08 10:00:00,210.0,4,xgb,noop
2025-05-09 15:20:00,2025,PUT,SQUARE_OFF,-1846.5553399227283,-1705.8402592482798,140.71508067444836,-1792.374999999929,215.18363854707604,188.93994225094866,0.18947921751231614,79.9,False,2025-05-09 13:25:00,115.0,4,xgb,noop
2025-05-12 10:55:00,2025,CALL,FLOOD_EXIT,-797.0680487408679,-657.4875161945511,139.5805325463168,-607.7500000000236,209.31296479931916,199.1977722424799,0.22195513573347692,90.0,False,2025-05-12 10:25:00,30.0,4,xgb,noop
2025-05-13 09:35:00,2025,PUT,SL,-2746.8839426865484,-2635.145539765599,111.73840292094908,-2925.0,153.1314125340905,112.59071192231204,0.19846633586336296,90.0,False,2025-05-13 09:30:00,5.0,4,xgb,noop
2025-05-13 12:00:00,2025,CALL,SL,-2864.9832042035546,-2753.0882380424373,111.89496616111708,-2925.0,153.85676074520597,111.50155708301463,0.19846633586336296,90.0,False,2025-05-13 11:25:00,35.0,4,xgb,noop
2025-05-14 11:40:00,2025,CALL,BE_SL,-74.49280386452304,17.362177454406265,91.8549813189293,97.5,100.11460033911862,100.3817107614941,0.1797128794312437,54.3,False,2025-05-14 11:00:00,40.0,4,xgb,noop
2025-05-14 14:40:00,2025,PUT,BE_SL,-165.76364440644355,-73.21806478696999,92.54557961947356,97.5,101.95109021877397,100.82465845282059,0.1797128794312437,65.3,False,2025-05-14 13:10:00,90.0,4,xgb,noop
2025-05-14 15:20:00,2025,PUT,SQUARE_OFF,-1540.4260797033162,-1450.513719597866,89.91236010545023,-1431.6249999999764,100.41343725015031,78.0978415640293,0.1797128794312437,60.9,False,2025-05-14 14:45:00,35.0,4,xgb,noop
2025-05-15 12:10:00,2025,CALL,BE_SL,-1187.242136917957,-1070.49009885769,116.75203806026693,97.5,159.41443670603803,142.94535826207357,0.7237748988716955,90.0,False,2025-05-15 11:15:00,55.0,4,xgb,noop
2025-05-15 12:40:00,2025,CALL,BE_SL,-485.7864629207662,-376.42918306573847,109.35727985502776,97.5,140.62482413857106,134.8336059375597,0.7237748988716955,90.0,False,2025-05-15 12:20:00,20.0,4,xgb,noop
2025-05-16 13:25:00,2025,PUT,BE_SL,-139.00078182058752,-20.93233686144231,118.06844495914521,97.5,159.03790197721173,158.71586602549723,0.13888402713364104,90.0,False,2025-05-16 10:15:00,190.0,4,xgb,noop
2025-05-19 14:15:00,2025,PUT,TRAIL_SL,818.0778797624695,936.4417993373809,118.3639195749114,963.2999999999811,156.66365251509887,171.07044942798166,0.17150995043421904,36.3,True,2025-05-19 13:30:00,45.0,4,xgb,noop
2025-05-19 15:00:00,2025,PUT,BE_SL,-62.45835861898803,52.56277252559812,115.02113114458615,97.5,151.9690464751966,152.77770451405195,0.17150995043421904,46.5,False,2025-05-19 14:20:00,40.0,4,xgb,noop
2025-05-20 10:05:00,2025,PUT,TRAIL_SL,1508.7864292883808,1611.5306172957935,102.74418800741272,1613.6250000000473,119.48403372289795,144.27681245052554,0.1621970320770079,69.3,True,2025-05-20 09:35:00,30.0,4,xgb,noop
2025-05-20 10:20:00,2025,PUT,FLOOD_EXIT,75.91095045304249,178.31704075450034,102.40609030145785,198.2499999999527,123.27216578074876,126.01550486927954,0.1621970320770079,82.9,False,2025-05-20 10:05:00,15.0,4,xgb,noop
2025-05-21 11:05:00,2025,CALL,TRAIL_SL,2667.780485012605,2773.9254421859187,106.14495717331388,2665.649999999896,123.42517249354387,166.1009485271734,0.21283543162634216,80.6,True,2025-05-21 09:40:00,85.0,4,xgb,noop
2025-05-21 11:10:00,2025,CALL,FLOOD_EXIT,-300.5072322392377,-198.3633185216513,102.14391371758639,-183.62499999992906,123.8789877897998,120.82724442792824,0.21283543162634216,72.4,False,2025-05-21 11:05:00,5.0,4,xgb,noop
2025-05-22 10:35:00,2025,PUT,BE_SL,-300.55168562109714,-194.13235609441472,106.41932952668243,97.5,133.45614273792307,130.4694911057013,0.576931406231449,90.0,False,2025-05-22 10:15:00,20.0,4,xgb,noop
2025-05-22 10:55:00,2025,PUT,FLOOD_EXIT,-457.3682175540025,-351.8037864373946,105.56443111660789,-53.625000000047294,132.03861922431315,126.62625327912247,0.576931406231449,90.0,False,2025-05-22 10:35:00,20.0,4,xgb,noop
