time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,ensemble
2026-01-12 14:30:00,2026,CALL,TRAIL_SL,1055.2477191446123,1139.3945367127708,84.14681756815833,1109.549999999981,77.28492287020526,94.81406958886328,0.12812846232057767,63.8,True,2026-01-12 13:20:00,70.0,7,stacking
2026-01-21 13:10:00,2026,CALL,TRAIL_SL,3174.839718103068,3298.8956540325944,124.05593592952607,3002.024999999967,161.93757842423474,212.68981925550543,0.12252495817979173,78.8,True,2026-01-21 12:25:00,45.0,7,stacking
2026-01-21 14:00:00,2026,CALL,SL,-2867.2802765279184,-2750.717148633803,116.5631278941154,-2902.2499999999764,164.3208200735371,122.00209470994014,0.12252495817979173,89.3,False,2026-01-21 13:10:00,50.0,7,stacking
2026-01-22 11:05:00,2026,CALL,SL,-2673.035035820484,-2570.3028738808553,102.732161939629,-2733.2499999999527,132.72298974774822,93.17986861111967,0.10411618155239576,84.1,False,2026-01-22 10:40:00,25.0,7,stacking
2026-01-27 11:25:00,2026,CALL,BE_SL,-1446.5357315948072,-1288.217005713468,158.31872588133922,97.5,253.34717069942963,233.52844753460704,1.1203264046281967,90.0,False,2026-01-27 10:40:00,45.0,7,stacking
2026-01-27 12:10:00,2026,CALL,FLOOD_EXIT,-608.4307747799485,-456.43559194914815,151.9951828308004,396.474609375,236.52361142229347,229.50152539230658,1.1203264046281967,90.0,False,2026-01-27 11:45:00,25.0,7,stacking
2026-02-03 11:10:00,2026,CALL,FLOOD_EXIT,-1221.9927913302752,-1094.3107176251851,127.68207370509002,-458.30078125,184.00816619479156,167.17261669286563,0.7630937883714338,90.0,False,2026-02-03 10:40:00,30.0,7,stacking
2026-03-02 14:00:00,2026,PUT,TRAIL_SL,-2437.0835799358324,-2288.6280739883205,148.45550594751185,3099.5097656249527,234.39565950771066,199.18599683096727,1.2474941008296168,49.3,True,2026-03-02 12:00:00,120.0,7,stacking
2026-03-02 14:45:00,2026,CALL,TRAIL_SL,-614.9487379934042,-506.62561199375887,108.32312599964524,1612.6347656249527,138.7180380140544,130.92379782953503,1.2474941008296168,84.9,True,2026-03-02 14:15:00,30.0,7,stacking
2026-03-02 14:50:00,2026,CALL,DAILY_CAP,-375.47843511300084,-272.5119066703792,102.96652844262168,141.3623046875,125.95949004807335,121.76699917622136,1.2474941008296168,90.0,False,2026-03-02 14:45:00,5.0,7,stacking
