time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,ensemble
2026-04-01 13:20:00,2026,CALL,BE_SL,-160.96929006245162,25.71270980164627,186.6819998640979,97.5,312.80327942080476,313.1988595715993,0.26429771667463503,90.0,False,2026-04-01 12:20:00,60.0,8,stacking
2026-04-01 13:40:00,2026,CALL,SL,-3134.0906734191617,-2945.7238446670726,188.36682875208905,-2925.0,326.00889223290505,280.69006385341163,0.26429771667463503,90.0,False,2026-04-01 13:20:00,20.0,8,stacking
2026-04-02 10:50:00,2026,PUT,BE_SL,-75.59405217961682,81.27499189908121,156.86904407869804,97.5,245.75084918407083,247.00123367482593,0.2501,90.0,False,2026-04-02 10:40:00,10.0,8,stacking
2026-04-02 11:35:00,2026,PUT,BE_SL,-106.1954104953119,58.604544040354085,164.799954535666,97.5,263.61331765247087,264.51492602232247,0.2501,90.0,False,2026-04-02 11:00:00,35.0,8,stacking
2026-04-06 09:40:00,2026,CALL,SL,-2934.820080853121,-2800.0043786940205,134.81570215910043,-2925.0,205.4211936546435,162.34420321319703,0.3801315712112464,90.0,False,2026-04-06 09:35:00,5.0,8,stacking
2026-04-06 11:10:00,2026,CALL,SL,-3017.2905697471515,-2884.655477095357,132.63509265179428,-2925.0,200.79820547902455,156.41889044678828,0.3801315712112464,90.0,False,2026-04-06 10:40:00,30.0,8,stacking
2026-04-07 10:50:00,2026,CALL,SL,-3097.440097084318,-2970.9005765559687,126.53952052834937,-2925.0,187.3982627506448,141.69210003439912,0.8489169269655035,90.0,False,2026-04-07 10:40:00,10.0,8,stacking
2026-04-07 10:55:00,2026,CALL,DAILY_CAP,-1302.2513728853955,-1181.3741138910154,120.87725899438007,-1145.625,169.01985233240885,150.84486596485476,0.8489169269655035,90.0,False,2026-04-07 10:50:00,5.0,8,stacking
2026-04-08 12:30:00,2026,CALL,BE_SL,-80.09863059552922,62.70731294631332,142.80594354184254,97.5,214.26352232675526,215.228250218237,0.18946697326678197,90.0,False,2026-04-08 11:55:00,35.0,8,stacking
2026-04-08 13:40:00,2026,CALL,TRAIL_SL,1893.7273414923118,2047.2056321275522,153.47829063524037,1918.8000000000284,231.90826372574884,263.40373498924964,0.18946697326678197,90.0,True,2026-04-08 12:30:00,70.0,8,stacking
2026-04-09 13:20:00,2026,CALL,SL,-3113.1574724301854,-2973.4846814204047,139.67279100978072,-2925.0,216.86690196972813,171.1209837940296,0.19556717239477603,90.0,False,2026-04-09 12:25:00,55.0,8,stacking
2026-04-27 14:35:00,2026,CALL,TRAIL_SL,1980.250032695621,2079.4992619668938,99.24922927127278,2106.9749999999385,110.15964571253062,142.15194205048283,0.18616523744950716,72.2,True,2026-04-27 11:30:00,185.0,8,stacking
