time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain
2025-01-01 10:25:00,2025,PUT,SL,-1804.7066537311184,-1701.029886437609,103.67676729350936,-1787.5,132.08434610811128,105.91465554753267,0.24342296309503555,55.0,False,2025-01-01 10:05:00,20.0,3,cat
2025-01-01 11:55:00,2025,CALL,FLOOD_EXIT,-802.7072579773245,-695.1739379886567,107.53331998866781,-619.1249999999764,137.54447927737965,126.8494956160157,0.24342296309503555,63.5,False,2025-01-01 11:30:00,25.0,3,cat
2025-01-02 12:10:00,2025,CALL,BE_SL,-357.8746589344398,-270.35021831581616,87.52444061862363,97.5,91.31307123515398,87.15383710721835,0.4941342347262446,50.5,False,2025-01-02 11:45:00,25.0,3,cat
2025-01-02 12:15:00,2025,CALL,FLOOD_EXIT,100.7379579570174,187.26096564852014,86.52300769150274,266.50000000002365,87.61499604772507,90.49593398077923,0.4941342347262446,47.1,False,2025-01-02 12:10:00,5.0,3,cat
2025-01-03 09:45:00,2025,PUT,BE_SL,-26.036455558683556,87.89904412009491,113.93549967877847,97.5,149.42167068548952,150.77396367195252,0.12734226987755898,57.1,False,2025-01-03 09:35:00,10.0,3,cat
2025-01-03 11:15:00,2025,PUT,BE_SL,-48.13218295797378,61.927652154599855,110.05983511257364,97.5,140.810201015649,141.76293412571977,0.12734226987755898,79.4,False,2025-01-03 10:20:00,55.0,3,cat
2025-01-03 11:50:00,2025,CALL,FLOOD_EXIT,64.38922581235367,192.3555181168649,127.96629230451124,178.75,180.56406168844296,183.52337735177935,0.12734226987755898,66.6,False,2025-01-03 11:45:00,5.0,3,cat
2025-01-06 12:35:00,2025,PUT,FLOOD_EXIT,-2161.3042099353247,-2026.5326067411843,134.77160319414023,-2091.3749999999527,202.86860477508526,171.69118005599012,0.22812063639236305,90.0,False,2025-01-06 12:05:00,30.0,3,cat
2025-01-07 09:45:00,2025,CALL,BE_SL,-33.18935238791447,74.56361589357584,107.75296828149031,97.5,135.59537199780425,136.7425045500131,0.17229514087260153,90.0,False,2025-01-07 09:25:00,20.0,3,cat
2025-01-07 15:20:00,2025,CALL,SQUARE_OFF,-2095.949576946653,-1992.3464291322125,103.60314781444062,-1657.5,132.84334018312256,102.1918566580116,0.17229514087260153,90.0,False,2025-01-07 10:45:00,275.0,3,cat
2025-01-08 11:30:00,2025,PUT,BE_SL,-72.32117922791093,10.298864548749407,82.62004377666034,97.5,77.86418238407714,78.0226264540579,0.14768192810998887,82.5,False,2025-01-08 10:30:00,60.0,3,cat
2025-01-08 12:05:00,2025,PUT,FLOOD_EXIT,1576.8969115559416,1662.0619225151222,85.1650109591806,1553.4999999999764,79.59504600084256,105.16522942415213,0.14768192810998887,57.8,True,2025-01-08 11:30:00,35.0,3,cat
2025-01-09 15:00:00,2025,PUT,BE_SL,-3710.900460079431,-3612.63065122851,98.26980885092118,97.5,126.01962897000158,70.44069587417835,0.8461446891824861,37.3,False,2025-01-09 13:35:00,85.0,3,cat
2025-01-10 10:35:00,2025,PUT,BE_SL,-32.363131717497424,78.87802267096049,111.24115438845791,97.5,143.4063552003172,144.6198632414089,0.13399075362664772,90.0,False,2025-01-10 10:15:00,20.0,3,cat
2025-01-10 11:40:00,2025,CALL,BE_SL,-32.99741875519243,93.20794719018522,126.20536594537765,97.5,176.92849003735864,178.36245845566918,0.13399075362664772,79.8,False,2025-01-10 11:25:00,15.0,3,cat
