snapshot_ts,expiry,spot,atm_strike,strike,ce_oi,ce_ltp,ce_iv,pe_oi,pe_ltp,pe_iv,pcr_total
2026-06-24 09:15:15,30JUN26,23793.0,23800,22800.0,0.0,1023.0,0.0,1330940.0,6.65,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,22850.0,0.0,1034.25,0.0,374075.0,7.1,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,22900.0,17680.0,948.8,0.0,1294085.0,7.85,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,22950.0,0.0,867.85,0.0,841100.0,8.85,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23000.0,1239325.0,826.4,0.0,8195925.0,9.95,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23050.0,0.0,797.7,0.0,587470.0,11.65,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23100.0,135265.0,730.0,0.0,1287065.0,13.0,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23150.0,0.0,682.0,0.0,724100.0,16.05,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23200.0,585520.0,630.0,0.0,3184805.0,18.0,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23250.0,0.0,587.65,0.0,931580.0,21.8,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23300.0,557830.0,538.6,0.0,3891225.0,26.0,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23350.0,59150.0,497.6,0.0,959205.0,30.5,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23400.0,509080.0,450.45,0.0,5157360.0,38.9,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23450.0,65260.0,407.75,0.0,898820.0,44.65,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23500.0,3527355.0,363.65,0.0,8559590.0,56.4,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23550.0,88335.0,330.95,0.0,864890.0,64.8,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23600.0,1149070.0,291.05,0.0,4890730.0,79.65,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23650.0,162955.0,257.0,0.0,892515.0,95.15,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23700.0,954655.0,224.85,0.0,3550885.0,112.4,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23750.0,335205.0,193.35,0.0,944580.0,135.6,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23800.0,3594825.0,169.75,0.0,4506775.0,153.35,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23850.0,1235910.0,142.0,0.0,995085.0,184.45,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23900.0,4141605.0,122.7,0.0,3926715.0,206.7,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,23950.0,2050880.0,101.95,0.0,996450.0,240.75,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24000.0,13647630.0,85.1,0.0,9361390.0,274.25,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24050.0,1763970.0,70.25,0.0,863200.0,313.4,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24100.0,8196955.0,57.6,0.0,3194750.0,349.55,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24150.0,2707380.0,48.15,0.0,525200.0,383.9,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24200.0,7166510.0,38.9,0.0,1688050.0,428.1,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24250.0,1523600.0,32.55,0.0,240955.0,473.35,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24300.0,5637905.0,26.35,0.0,710970.0,514.7,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24350.0,1365065.0,21.7,0.0,0.0,554.2,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24400.0,3887195.0,17.75,0.0,277745.0,603.8,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24450.0,1664650.0,14.9,0.0,23985.0,640.0,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24500.0,9219145.0,12.6,0.0,1866345.0,692.55,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24550.0,1511120.0,10.45,0.0,0.0,745.8,0.0,0.8687316381877208
2026-06-24 09:15:15,30JUN26,23793.0,23800,24600.0,3433300.0,9.05,0.0,0.0,790.9,0.0,0.8687316381877208
