snapshot_ts,expiry,spot,atm_strike,strike,ce_oi,ce_ltp,ce_iv,pe_oi,pe_ltp,pe_iv,pcr_total
2026-06-25 09:15:17,30JUN26,24139.45,24150,23150.0,0.0,917.95,0.0,917865.0,5.35,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23200.0,577070.0,920.0,0.0,4580875.0,5.55,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23250.0,0.0,816.7,0.0,1340170.0,5.9,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23300.0,527930.0,835.3,0.0,5429840.0,6.4,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23350.0,0.0,716.7,0.0,2587325.0,6.9,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23400.0,490490.0,739.8,0.0,6316375.0,7.65,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23450.0,0.0,625.5,0.0,1564745.0,8.7,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23500.0,3306485.0,643.5,0.0,10669620.0,9.95,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23550.0,90155.0,591.05,0.0,1624220.0,11.6,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23600.0,1094470.0,541.25,0.0,5677165.0,13.35,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23650.0,141245.0,494.45,0.0,1518790.0,16.2,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23700.0,768690.0,449.6,0.0,5889000.0,19.55,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23750.0,284245.0,404.5,0.0,2611050.0,24.1,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23800.0,2992600.0,362.1,0.0,7440160.0,29.3,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23850.0,677430.0,319.35,0.0,3158285.0,36.6,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23900.0,2669875.0,278.15,0.0,8376875.0,45.1,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,23950.0,1689675.0,242.0,0.0,3360370.0,55.7,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24000.0,10357625.0,203.75,0.0,12124135.0,70.5,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24050.0,2359955.0,171.15,0.0,1878110.0,87.15,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24100.0,6554470.0,140.55,0.0,3265535.0,107.25,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24150.0,2286960.0,115.35,0.0,591955.0,130.2,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24200.0,6326905.0,91.65,0.0,1958775.0,157.35,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24250.0,1855425.0,71.95,0.0,255515.0,187.9,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24300.0,6444165.0,55.8,0.0,884390.0,219.95,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24350.0,1493115.0,42.4,0.0,86450.0,258.65,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24400.0,4800120.0,32.05,0.0,268905.0,295.05,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24450.0,1409915.0,24.05,0.0,40820.0,344.65,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24500.0,10496720.0,18.15,0.0,1681420.0,383.6,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24550.0,1448785.0,13.65,0.0,18200.0,437.25,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24600.0,4075760.0,10.35,0.0,289900.0,478.85,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24650.0,1381380.0,8.0,0.0,0.0,596.1,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24700.0,3829865.0,6.3,0.0,0.0,648.0,0.0,0.9553714509389301
2026-06-25 09:15:17,30JUN26,24139.45,24150,24750.0,1105000.0,5.1,0.0,0.0,693.75,0.0,0.9553714509389301
