snapshot_ts,expiry,spot,atm_strike,strike,ce_oi,ce_ltp,ce_iv,pe_oi,pe_ltp,pe_iv,pcr_total
2026-06-29 09:15:17,30JUN26,24046.85,24050,23050.0,0.0,1047.65,0.0,637845.0,1.5,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23100.0,107705.0,990.0,0.0,2396095.0,1.6,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23150.0,0.0,947.2,0.0,787475.0,1.65,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23200.0,0.0,899.6,0.0,3944395.0,1.75,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23250.0,0.0,843.05,0.0,1027065.0,1.9,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23300.0,0.0,800.6,0.0,4180085.0,2.0,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23350.0,0.0,747.65,0.0,2133300.0,2.2,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23400.0,425945.0,650.0,0.0,4545255.0,2.45,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23450.0,67145.0,615.4,0.0,1210885.0,2.85,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23500.0,3190720.0,560.7,0.0,10935860.0,3.45,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23550.0,0.0,556.0,0.0,1574820.0,4.1,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23600.0,1021280.0,461.45,0.0,6609655.0,5.2,0.0,0.8798806843690635
2026-06-29 09:15:17,30JUN26,24046.85,24050,23650.0,108355.0,408.6,0.0,1773590.0,6.85,0.0,0.8798806843690635
