snapshot_ts,expiry,spot,atm_strike,strike,ce_oi,ce_ltp,ce_iv,pe_oi,pe_ltp,pe_iv,pcr_total
2026-07-13 09:15:19,14JUL26,24009.6,24000,23000.0,0.0,1215.85,0.0,12312300.0,2.1,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23050.0,0.0,1140.25,0.0,823875.0,2.35,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23100.0,0.0,1116.6,0.0,2733510.0,2.45,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23150.0,0.0,1030.65,0.0,894400.0,2.65,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23200.0,0.0,1017.8,0.0,5565235.0,2.85,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23250.0,0.0,967.3,0.0,1509235.0,3.25,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23300.0,0.0,917.55,0.0,5476575.0,3.3,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23350.0,0.0,868.05,0.0,1253135.0,3.95,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23400.0,43875.0,615.0,0.0,3876015.0,4.65,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23450.0,0.0,769.05,0.0,1476280.0,5.5,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23500.0,257400.0,518.95,0.0,9960275.0,6.4,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23550.0,20540.0,480.0,0.0,2098005.0,7.8,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23600.0,109395.0,424.55,0.0,6822335.0,10.2,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23650.0,35815.0,373.1,0.0,2515630.0,12.4,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23700.0,263120.0,328.05,0.0,7092410.0,16.9,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23750.0,52000.0,283.4,0.0,3548350.0,22.05,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23800.0,569660.0,239.7,0.0,8819525.0,30.0,0.0,1.2914403815169095
2026-07-13 09:15:19,14JUL26,24009.6,24000,23850.0,316030.0,200.5,0.0,3301220.0,38.65,0.0,1.2914403815169095
