time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,ensemble
2025-01-06 14:05:00,2025,PUT,TRAIL_SL,2646.0281669786823,2784.3416941276155,138.31352714893305,2777.775000000038,195.55239447675012,238.3884205402519,0.22812063639236305,90.0,True,2025-01-06 12:35:00,90.0,3,stacking
2025-01-07 11:10:00,2025,CALL,BE_SL,-32.50650664134518,75.24637468603942,107.7528813273846,97.5,135.59301104330189,136.75064757693326,0.17229514087260153,90.0,False,2025-01-07 10:50:00,20.0,3,stacking
2025-01-10 11:40:00,2025,CALL,BE_SL,-32.99741875519243,93.20794719018522,126.20536594537765,97.5,176.92849003735864,178.36245845566918,0.13399075362664772,79.8,False,2025-01-10 11:25:00,15.0,3,stacking
2025-01-10 12:20:00,2025,CALL,BE_SL,-45.33108209827614,74.79680503935924,120.12788713763538,97.5,163.3539460025313,164.5046660800599,0.13399075362664772,84.5,False,2025-01-10 11:45:00,35.0,3,stacking
2025-01-10 13:10:00,2025,CALL,BE_SL,-53.18853765140862,73.848590122725,127.03712777413362,97.5,178.85570440242918,179.9918365581634,0.13399075362664772,81.5,False,2025-01-10 12:25:00,45.0,3,stacking
2025-01-21 12:10:00,2025,CALL,SL,-2929.248348824505,-2819.903022562994,109.3453262615108,-2925.0,148.34938497958683,104.96626155554077,0.18956664901654757,90.0,False,2025-01-21 12:00:00,10.0,3,stacking
2025-01-21 12:15:00,2025,CALL,SL,-2661.170199553924,-2560.0496813336213,101.12051822030253,-2925.0,129.07523816783942,89.68985845501447,0.18956664901654757,90.0,False,2025-01-21 12:10:00,5.0,3,stacking
2025-01-21 12:20:00,2025,CALL,DAILY_CAP,-1238.5616082080912,-1129.0405120606192,109.52109614747205,-1111.4999999999054,143.37978682236644,126.0099327906646,0.18956664901654757,90.0,False,2025-01-21 12:15:00,5.0,3,stacking
2025-01-27 12:40:00,2025,CALL,SL,-2246.295817417807,-2132.512206555284,113.78361086252296,-2275.0,156.12471376828216,123.31683366743164,0.18626225882909303,70.0,False,2025-01-27 12:25:00,15.0,3,stacking
2025-01-28 13:20:00,2025,CALL,TRAIL_SL,1067.0676138678998,1183.782221537549,116.71460766964924,1176.8249999999716,152.1792976917004,170.39133186920117,0.20571860077703422,67.9,True,2025-01-28 12:25:00,55.0,3,stacking
2025-01-29 13:00:00,2025,CALL,BE_SL,-308.17950720499084,-190.7366509237545,117.44285628123637,97.5,158.17325298723517,155.23884297302357,0.3065809062885994,90.0,False,2025-01-29 11:30:00,90.0,3,stacking
2025-02-12 12:15:00,2025,CALL,BE_SL,-55.17309759673837,36.586991464319,91.76008906105737,97.5,99.84075239666709,100.40362918842584,0.17974822604226484,90.0,False,2025-02-12 11:40:00,35.0,3,stacking
2025-02-14 12:20:00,2025,PUT,BE_SL,-30.566963826780537,89.29137193335919,119.85833576013972,97.5,162.70330984662178,164.07702326098115,0.1429317610945747,79.9,False,2025-02-14 12:10:00,10.0,3,stacking
2025-02-14 12:50:00,2025,PUT,FLOOD_EXIT,-7.862038679075951,114.20807654897544,122.07011522805139,131.6250000000946,167.58571223880244,169.34275957032514,0.1429317610945747,73.9,False,2025-02-14 12:20:00,30.0,3,stacking
2025-02-17 13:05:00,2025,CALL,BE_SL,-169.1084224287422,-47.9746206395248,121.13380178921737,97.5,165.99987020497247,165.26179911821055,0.18483187587761596,90.0,False,2025-02-17 11:00:00,125.0,3,stacking
2025-03-25 11:50:00,2025,CALL,SL,-2956.8815226012243,-2856.310084392262,100.57143820896239,-2925.0,128.7833664744885,84.84013440691524,0.1576052271277748,90.0,False,2025-03-25 10:50:00,60.0,3,stacking
