call_thr,put_thr,skip_ceil,min_edge,pooled_PF,pooled_Net,pooled_MaxDD,pooled_TradeCount,pooled_WR,pooled_Sharpe,pooled_Sortino,per_fold_PF,passes_min_trades_filter,rank
0.3,0.3,0.6,0.08,1.478332156833438,3427.0367153711413,4886.974126504672,10,0.4,0.11063855388415728,0.1673168940926596,"[NaN, NaN, NaN, 0.0, NaN, NaN, 1.7719655121654594, NaN]",False,94
0.3,0.15,0.65,0.05,1.4764462619845173,7092.76924763389,4927.963777626332,26,0.4230769230769231,0.11992160882791449,0.16313293029751927,"[NaN, 0.0, 19.194694710144006, 1.1606210388690703, NaN, NaN, 2.4492780881330556, Infinity]",False,95
0.3,0.2,0.65,0.05,1.4764462619845173,7092.76924763389,4927.963777626332,26,0.4230769230769231,0.11992160882791449,0.16313293029751927,"[NaN, 0.0, 19.194694710144006, 1.1606210388690703, NaN, NaN, 2.4492780881330556, Infinity]",False,96
0.3,0.3,0.65,0.08,1.4699224767751449,3386.047064249482,4927.963777626332,10,0.4,0.10929259917930668,0.16528987397940856,"[NaN, NaN, NaN, 0.0, NaN, NaN, 1.7598969502559654, NaN]",False,97
0.3,0.3,0.7,0.08,1.466719746555514,3370.313033638564,4927.963777626332,11,0.36363636363636365,0.10417591877821883,0.16154818120629283,"[NaN, NaN, 0.0, 0.0, NaN, NaN, 1.7598969502559654, NaN]",False,98
0.3,0.3,0.75,0.08,1.466719746555514,3370.313033638564,4927.963777626332,11,0.36363636363636365,0.10417591877821883,0.16154818120629283,"[NaN, NaN, 0.0, 0.0, NaN, NaN, 1.7598969502559654, NaN]",False,99
0.3,0.15,0.65,0.08,1.459665968003235,5424.47250689803,4927.963777626332,17,0.47058823529411764,0.1189889802414106,0.16151845441869292,"[NaN, 0.0, NaN, 0.417755975679171, NaN, NaN, 2.4470522769710703, Infinity]",False,100
0.3,0.2,0.65,0.08,1.459665968003235,5424.47250689803,4927.963777626332,17,0.47058823529411764,0.1189889802414106,0.16151845441869292,"[NaN, 0.0, NaN, 0.417755975679171, NaN, NaN, 2.4470522769710703, Infinity]",False,101
0.3,0.15,0.75,0.03,1.448878686945698,28914.78229911721,16473.08826594827,119,0.3697478991596639,0.11615817558107476,0.17607642865885006,"[2.6442409022053073, 2.1859772741586068, 1.8487071912432753, 0.7006569563542513, 0.1408264628453679, NaN, 1.9639684566406845, 0.6714814646807262]",True,102
0.32,0.25,0.7,0.03,1.4072290632216224,5685.085191657328,6686.864160843772,22,0.2727272727272727,0.10086453122909532,0.19370804128885968,"[NaN, 0.0, 0.0, 0.529424248699503, NaN, NaN, 19.474496645512257, 0.0]",False,103
