time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold,brain,calibrator
2025-10-14 14:00:00,2025,PUT,BE_SL,-576.8760041493023,-494.41742509166943,82.4585790576328,97.5,80.66017642219231,73.05375449770509,0.4624003595869868,44.8,False,2025-10-14 13:30:00,30.0,6,mlp,noop
2025-10-27 14:15:00,2025,PUT,BE_SL,-18.90192135090973,63.25788631525029,82.15980766616002,97.5,73.43405871919094,74.4072569701948,0.13852396378557685,31.1,False,2025-10-27 13:55:00,20.0,6,mlp,noop
2025-10-27 14:50:00,2025,PUT,TRAIL_SL,1020.3998953286283,1106.4854169686805,86.0855216400522,1039.350000000104,83.71759674567511,100.74044931442404,0.13852396378557685,36.9,True,2025-10-27 14:15:00,35.0,6,mlp,noop
2025-10-28 12:15:00,2025,PUT,TRAIL_SL,224.236607939488,338.75582570250117,114.51921776301317,798.5249999999905,149.93527506109604,155.14690314882682,0.6552899052217386,37.1,True,2025-10-28 11:50:00,25.0,6,mlp,noop
2025-10-28 12:45:00,2025,PUT,SL,-1559.7162887390812,-1459.5399427286338,100.17634601044732,-1303.2499999999527,123.46615765656315,101.01169699919956,0.6552899052217386,40.1,False,2025-10-28 12:35:00,10.0,6,mlp,noop
2025-11-04 12:45:00,2025,PUT,BE_SL,-286.44685707512406,-205.35676931271155,81.09008776241254,97.5,67.72306432668665,64.5637294141834,0.3066920304865802,34.7,False,2025-11-04 12:15:00,30.0,6,mlp,noop
2025-11-04 14:35:00,2025,PUT,TRAIL_SL,-120.34751393407197,-42.05377297513223,78.29374095893974,906.7500000000473,42.661375237436005,42.01439411474166,0.3066920304865802,35.8,True,2025-11-04 13:30:00,65.0,6,mlp,noop
2025-11-11 11:50:00,2025,PUT,SL,-1201.5292381084291,-1114.5284912045372,87.00074690389181,-1036.7500000000473,92.81629294104278,75.66970076866528,0.42955802644196844,31.9,False,2025-11-11 11:40:00,10.0,6,mlp,noop
2025-11-11 12:25:00,2025,PUT,SL,-1668.8231300297452,-1579.5415158034211,89.28161422632421,-1095.2500000000236,99.40786527378623,75.10722656911821,0.42955802644196844,33.7,False,2025-11-11 11:50:00,35.0,6,mlp,noop
2025-11-18 11:45:00,2025,PUT,SL,-1654.941906101363,-1549.2670016133707,105.6749044879924,-975.0,136.08511677457318,112.25023982667517,0.5570851676343184,30.0,False,2025-11-18 11:10:00,35.0,6,mlp,noop
2025-11-25 12:25:00,2025,PUT,BE_SL,-635.0363556756959,-541.1895113265382,93.84684434915764,97.5,106.35461119946012,98.02861871751338,0.5572211623299129,30.6,False,2025-11-25 11:50:00,35.0,6,mlp,noop
2025-12-01 11:45:00,2025,PUT,TP,2368.1632383890646,2452.2604304199103,84.09719203084562,2235.187499999929,61.503810434629486,99.23089397955118,0.11392123808657197,30.0,True,2025-12-01 11:35:00,10.0,6,mlp,noop
2025-12-01 14:05:00,2025,PUT,SL,-1090.0466878941425,-1010.1606389608423,79.8860489333002,-1036.7500000000473,67.1774940162777,51.636561109187824,0.11392123808657197,31.9,False,2025-12-01 13:40:00,25.0,6,mlp,noop
2025-12-01 15:00:00,2025,PUT,TRAIL_SL,489.92549196150713,570.0873580335247,80.16186607201752,651.3000000000284,50.96023401968705,59.73080875866435,0.11392123808657197,32.9,True,2025-12-01 14:40:00,20.0,6,mlp,noop
2025-12-02 12:30:00,2025,PUT,TRAIL_SL,-1237.4543308243935,-1117.4769071850915,119.97742363930213,909.675000000052,166.79864962537613,149.60669720714395,0.6981147309693368,30.0,True,2025-12-02 10:55:00,95.0,6,mlp,noop
2025-12-02 13:55:00,2025,PUT,TRAIL_SL,-1749.976155055799,-1650.4752972418464,99.50085781395242,755.625,122.55660799331235,97.1646803434378,0.6981147309693368,30.0,True,2025-12-02 12:30:00,85.0,6,mlp,noop
2025-12-03 14:05:00,2025,PUT,BE_SL,-24.208617329797818,77.97274780369662,102.18136513349444,97.5,123.08638403575605,124.28596477119754,0.09306408716708763,30.0,False,2025-12-03 13:15:00,50.0,6,mlp,noop
2025-12-04 14:00:00,2025,PUT,TRAIL_SL,441.7218494759908,531.4686688182337,89.74681934224293,567.4500000000899,93.7547011242732,101.93114218301525,0.0851583749841382,30.0,True,2025-12-04 13:30:00,30.0,6,mlp,noop
2025-12-04 14:55:00,2025,PUT,SL,-1032.6194508871433,-944.7872011613617,87.83224972578157,-1049.7499999999764,94.14304673402512,79.60785902385032,0.0851583749841382,32.3,False,2025-12-04 14:15:00,40.0,6,mlp,noop
