hbucket,trades,wins,pnl_sum,gross_profit,gross_loss,wr,pf,expectancy
09:15-10:00,474,464,30727.198906249938,32671.738906249935,1944.5399999999954,0.9789029535864979,16.801782892740707,64.82531414820662
10:00-11:00,958,936,45413.35140625,48842.171406249996,3428.819999999989,0.9770354906054279,14.24460059327995,47.40433340944677
11:00-12:00,1753,1721,66867.50859374997,70726.82859374999,3859.3200000000274,0.9817455790074159,18.32624104602611,38.14461414361094
12:00-13:00,1968,1884,60562.26867187498,71268.66867187501,10706.400000000034,0.9573170731707317,6.656641697664461,30.773510504001514
13:00-14:00,1733,1668,59614.66882812507,67852.18882812506,8237.51999999999,0.9624927870744374,8.236968022915288,34.399693495744415
14:00-15:30,2050,1736,40545.825859375094,91957.03585937503,51411.209999999934,0.8468292682926829,1.7886572959355584,19.77845163871956
