time,year,dir,reason,net_option,gross_option,cost,delta_model,prem_entry,prem_exit,iv,sl_pts,trail,entry_time,hold_min,fold
2024-07-02 10:25:00,2024,PUT,SL,-2102.6069409516417,-2011.6686424431646,90.9382985084771,-2200.2500000000236,104.49495230132925,73.5462039560498,0.1383,67.7,False,2024-07-02 09:40:00,45.0,1
2024-07-02 12:55:00,2024,PUT,TP,3020.4065101598253,3115.2141013210894,94.80759116126393,2863.2499999999527,96.91062649975902,144.83699728931424,0.1383,44.1,True,2024-07-02 12:15:00,40.0,1
2024-07-02 14:35:00,2024,PUT,SL,-1851.387435659809,-1761.1013108698444,90.28612478996467,-1823.2499999999527,102.23713281033451,75.14326648925999,0.1383,56.1,False,2024-07-02 13:05:00,90.0,1
2024-07-04 15:20:00,2024,PUT,SQUARE_OFF,-204.66269230872115,-126.46816966712322,78.19452264159793,529.7500000000946,42.82826212175314,40.88259797302817,0.13205,49.1,False,2024-07-04 10:55:00,265.0,1
2024-07-05 14:40:00,2024,PUT,BE_SL,-34.061662760796395,80.83248268369971,114.8941454444961,97.5,151.5945138804982,152.8380905371705,0.12855,31.4,False,2024-07-05 14:15:00,25.0,1
2024-07-05 15:00:00,2024,PUT,BE_SL,-31.695186007451312,86.37468530724618,118.0698713146975,97.5,158.70069400361172,160.0295353160309,0.12855,34.1,False,2024-07-05 14:40:00,20.0,1
2024-07-08 12:15:00,2024,PUT,BE_SL,-45.64357363203,43.36383768781161,89.00741131984161,97.5,93.64447084200947,94.31160680643734,0.12019247217335854,45.9,False,2024-07-08 11:10:00,65.0,1
2024-07-10 10:20:00,2024,PUT,TP,4528.939047436462,4616.808220720068,87.86917328360553,3948.75,67.3892400911609,138.41705887146964,0.1321725907986807,45.5,True,2024-07-10 09:35:00,45.0,1
2024-07-10 11:25:00,2024,PUT,FLOOD_EXIT,-174.04204744864592,-93.24882237260681,80.79322507603912,-87.75000000002365,63.9529617980952,62.51836453082433,0.1321725907986807,82.6,False,2024-07-10 11:15:00,10.0,1
2024-07-11 12:05:00,2024,PUT,TRAIL_SL,217.65828885223618,318.1799063195831,100.52161746734693,1082.2499999999764,118.60124848736632,123.49632396920606,0.59503405313617,42.4,True,2024-07-11 11:20:00,45.0,1
2024-07-16 13:00:00,2024,PUT,SL,-874.7874669618076,-795.7136635576626,79.07380340414495,-975.0,57.942617335673276,45.70086866555539,0.09698847916200573,30.0,False,2024-07-16 12:30:00,30.0,1
2024-07-16 14:35:00,2024,PUT,TRAIL_SL,732.0622502620594,816.0628783392804,84.000628077221,740.9999999999764,79.86006086368252,92.41487437659453,0.09698847916200573,32.0,True,2024-07-16 14:15:00,20.0,1
2024-07-16 15:20:00,2024,PUT,SQUARE_OFF,-99.58263574755362,-19.087073156442784,80.49556259111084,6.4999999999054126,60.62049042602666,60.326843146696774,0.09698847916200573,36.2,False,2024-07-16 14:45:00,35.0,1
2024-07-18 12:10:00,2024,PUT,SL,-2273.906079007776,-2190.6799872266765,83.22609178109971,-2005.2500000000236,87.76286864147369,54.060099607217126,0.40211401671866553,61.7,False,2024-07-18 11:40:00,30.0,1
2024-07-19 14:45:00,2024,PUT,TRAIL_SL,1292.7580669549798,1437.6148015136278,144.85673455864804,1537.5749999999243,214.5022525202112,236.61940331272854,0.18622288542733947,46.9,True,2024-07-19 13:50:00,55.0,1
2024-07-22 10:25:00,2024,PUT,SL,-2932.7489625152334,-2789.060445016048,143.68851749918542,-2925.0,225.28990110512677,182.38127887411065,0.24419611853307793,90.0,False,2024-07-22 09:35:00,50.0,1
2024-07-22 12:10:00,2024,PUT,FLOOD_EXIT,-59.63937799380594,89.43265499835434,149.07203299216027,95.87500000002365,228.23478122402594,229.61066822400062,0.24419611853307793,44.1,False,2024-07-22 12:05:00,5.0,1
2024-07-23 12:20:00,2024,PUT,TP,10019.462474780623,10134.285297252809,114.82282247218657,7834.125000000095,119.54218902863431,275.4542705248314,0.16090790060348495,90.0,True,2024-07-23 12:00:00,20.0,1
2024-07-23 13:50:00,2024,PUT,SL,-2805.8728733859043,-2706.886829323548,98.98604406235627,-2925.0,124.75301177327674,83.10859901445292,0.16090790060348495,90.0,False,2024-07-23 13:10:00,40.0,1
2024-07-23 15:05:00,2024,CALL,BE_SL,-15.306932521245756,82.65115210327167,97.95808462451743,97.5,113.5979155775658,114.86947176376998,0.16090790060348495,90.0,False,2024-07-23 14:55:00,10.0,1
2024-07-24 10:30:00,2024,PUT,BE_SL,-33.408284746189864,55.06181082162584,88.4700955678157,97.5,92.40205946563583,93.249164247507,0.1549656189107031,90.0,False,2024-07-24 10:00:00,30.0,1
2024-07-24 11:30:00,2024,PUT,BE_SL,-78.90576214905381,10.791053746934267,89.69681589598808,97.5,95.29426726281781,95.46028347430911,0.1549656189107031,90.0,False,2024-07-24 10:30:00,60.0,1
2024-07-26 13:10:00,2024,CALL,TP,3001.702268495675,3116.272680150196,114.57041165452075,2788.4999999999764,141.23906086475472,189.18171748245004,0.10725641126831616,31.9,True,2024-07-26 12:35:00,35.0,1
