date,expiry,strike,opt_type,open,high,low,close,settle,volume,oi,oi_change,underlying
2025-03-27,2025-04-09,22050,PE,12.95,14.15,10.1,10.4,0.45,95,4275,2100,23591.95
2025-03-27,2025-04-09,22650,PE,32.45,35.0,23.35,24.55,24.55,227,12150,-225,23591.95
2025-03-27,2025-04-17,20750,PE,0.0,0.0,0.0,7.45,0.05,0,225,0,23591.95
2025-03-27,2025-04-17,20850,PE,0.0,0.0,0.0,7.75,0.05,0,525,0,23591.95
2025-03-27,2025-04-17,21350,PE,0.0,0.0,0.0,11.95,0.1,0,750,0,23591.95
2025-03-27,2025-04-17,23500,PE,245.2,251.7,183.9,190.1,190.1,2061,97275,67875,23591.95
2025-03-27,2025-04-17,24500,PE,0.0,0.0,0.0,1965.0,871.85,0,0,0,23591.95
2025-03-27,2025-04-17,24700,PE,0.0,0.0,0.0,2157.9,1048.65,0,0,0,23591.95
2025-03-27,2025-04-17,24850,PE,0.0,0.0,0.0,2303.85,1186.85,0,0,0,23591.95
2025-03-27,2025-04-17,25050,PE,0.0,0.0,0.0,2499.8,1376.35,0,0,0,23591.95
2025-03-27,2025-04-24,20650,PE,11.8,11.8,10.35,10.7,10.7,211,5775,450,23591.95
2025-03-27,2025-04-24,21850,PE,27.85,29.1,22.9,23.55,23.55,411,10500,2925,23591.95
2025-03-27,2025-04-24,21950,PE,30.9,33.35,25.2,26.1,26.1,976,54150,16200,23591.95
2025-03-27,2025-04-24,22200,PE,47.05,47.05,31.7,33.95,33.95,4625,599550,-20175,23591.95
2025-03-27,2025-04-24,23000,PE,140.0,140.0,95.0,99.4,99.4,40735,3383400,149475,23591.95
2025-03-27,2025-04-24,23450,PE,245.0,260.0,189.8,198.45,198.45,1376,59100,21975,23591.95
2025-03-27,2025-04-24,23900,PE,463.35,472.55,365.4,382.75,382.75,4719,279075,61725,23591.95
2025-03-27,2025-04-24,24400,PE,801.5,804.5,700.0,720.2,720.2,356,43050,6075,23591.95
2025-03-27,2025-04-24,24650,PE,0.0,0.0,0.0,842.4,1000.8,0,1800,0,23591.95
2025-03-27,2025-04-24,25400,PE,0.0,0.0,0.0,1501.0,1692.2,0,4125,0,23591.95
2025-03-27,2025-04-30,21650,PE,0.0,0.0,0.0,38.75,3.55,0,0,0,23591.95
2025-03-27,2025-04-30,22950,PE,145.0,145.0,113.6,116.4,116.4,8,825,525,23591.95
2025-03-27,2025-04-30,23050,PE,0.0,0.0,0.0,340.05,128.55,0,0,0,23591.95
2025-03-27,2025-04-30,23300,PE,238.0,245.15,185.55,192.95,192.95,471,46500,8475,23591.95
2025-03-27,2025-04-30,23750,PE,400.0,400.0,296.0,353.15,353.15,7,750,75,23591.95
2025-03-27,2025-05-29,20500,PE,30.95,33.85,29.05,30.25,30.25,4298,574875,900,23591.95
2025-03-27,2025-05-29,21350,PE,0.0,0.0,0.0,119.65,9.85,0,375,0,23591.95
2025-03-27,2025-05-29,21400,PE,42.4,42.4,40.8,41.2,41.2,5,47175,0,23591.95
2025-03-27,2025-05-29,22050,PE,0.0,0.0,0.0,73.7,42.45,0,1425,0,23591.95
2025-03-27,2025-05-29,22200,PE,90.0,93.75,76.05,80.4,80.4,561,93300,6750,23591.95
2025-03-27,2025-05-29,24950,PE,0.0,0.0,0.0,1047.85,1235.3,0,75,0,23591.95
2025-03-27,2025-12-24,17000,PE,0.0,0.0,0.0,39.05,0.3,0,3750,0,23591.95
2025-03-27,2025-12-24,22000,PE,338.85,340.05,310.2,320.75,320.75,1247,793800,37225,23591.95
2025-03-27,2026-06-25,23000,PE,0.0,0.0,0.0,505.05,455.55,0,7425,0,23591.95
2025-03-27,2026-06-25,27000,PE,0.0,0.0,0.0,6810.7,2175.1,0,0,0,23591.95
2025-03-27,2026-06-25,28000,PE,0.0,0.0,0.0,6532.55,2832.25,0,0,0,23591.95
2025-03-27,2027-06-24,23000,PE,0.0,0.0,0.0,4514.3,459.15,0,0,0,23591.95
2025-03-27,2027-06-24,25000,PE,0.0,0.0,0.0,5619.05,963.95,0,0,0,23591.95
2025-03-27,2027-06-24,27000,PE,0.0,0.0,0.0,6273.45,1727.5,0,0,0,23591.95
2025-03-27,2027-12-30,17000,PE,0.0,0.0,0.0,180.6,14.4,0,14200,0,23591.95
2025-03-27,2028-06-29,24000,PE,0.0,0.0,0.0,1692.75,596.2,0,0,0,23591.95
2025-03-27,2029-12-27,23000,PE,0.0,0.0,0.0,900.0,348.85,0,2700,0,23591.95
2025-03-27,2025-03-27,21050,CE,0.0,0.0,0.0,2537.4,23591.95,0,1950,0,23591.95
2025-03-27,2025-03-27,21400,CE,2201.0,2223.0,2190.9,2217.35,23591.95,12,5625,-675,23591.95
2025-03-27,2025-03-27,22050,CE,1459.0,1579.55,1459.0,1544.8,23591.95,140,28050,-3750,23591.95
2025-03-27,2025-03-27,23400,CE,125.0,253.5,100.0,195.7,23591.95,613126,1413225,49575,23591.95
2025-03-27,2025-03-27,25550,CE,0.8,2.2,0.05,0.1,23591.95,77021,214200,48150,23591.95
2025-03-27,2025-03-27,25800,CE,0.65,2.0,0.05,0.15,23591.95,85280,385275,-79350,23591.95
2025-03-27,2025-03-27,25900,CE,0.7,2.0,0.05,0.15,23591.95,94984,401250,79650,23591.95
2025-03-27,2025-04-03,23100,CE,486.5,625.95,464.65,597.85,597.85,2820,297375,-51150,23591.95
2025-03-27,2025-04-03,23200,CE,435.0,533.6,370.4,507.45,507.45,13536,616950,-74325,23591.95
2025-03-27,2025-04-03,24450,CE,15.0,19.3,7.3,12.0,12.0,34474,373425,115050,23591.95
2025-03-27,2025-04-03,25200,CE,2.05,5.4,1.7,1.95,1.95,78142,1559175,1138050,23591.95
2025-03-27,2025-04-09,21550,CE,0.0,0.0,0.0,2210.2,2091.8,0,225,0,23591.95
2025-03-27,2025-04-09,21950,CE,0.0,0.0,0.0,1831.9,1692.95,0,300,0,23591.95
2025-03-27,2025-04-24,24100,CE,131.0,185.3,124.0,170.8,170.8,5089,300600,15825,23591.95
2025-03-27,2025-04-24,24700,CE,29.05,47.85,28.25,40.8,40.8,12358,464775,40200,23591.95
2025-03-27,2025-04-24,25450,CE,10.05,15.95,9.65,10.8,10.8,659,31725,4200,23591.95
2025-03-27,2025-04-30,21550,CE,0.0,0.0,0.0,1846.65,2174.55,0,0,0,23591.95
2025-03-27,2025-04-30,23350,CE,649.0,649.0,649.0,649.0,649.0,4,1050,300,23591.95
2025-03-27,2025-04-30,24050,CE,0.0,0.0,0.0,233.35,246.4,0,0,0,23591.95
2025-03-27,2025-04-30,25100,CE,22.1,32.45,22.1,24.55,24.55,403,14625,-10200,23591.95
2025-03-27,2025-05-29,20850,CE,0.0,0.0,0.0,2800.0,2977.4,0,825,0,23591.95
2025-03-27,2025-04-24,23000,CE,751.0,893.85,745.0,857.45,857.45,9032,1725975,63975,23591.95
2025-03-27,2025-04-30,23100,PE,167.8,175.75,136.55,143.4,143.4,330,12000,6375,23591.95
2025-03-27,2025-04-30,22750,PE,77.25,78.7,77.25,77.5,77.5,12,1050,900,23591.95
2025-03-27,2025-04-30,22700,PE,87.8,95.2,75.0,80.0,80.0,90,2775,2025,23591.95
2025-03-27,2025-04-30,22650,PE,0.0,0.0,0.0,204.05,56.8,0,0,0,23591.95
2025-03-27,2025-04-30,22550,PE,63.55,63.55,63.55,63.55,45.25,2,375,0,23591.95
2025-03-27,2025-03-27,20500,CE,3155.15,3155.15,3099.95,3104.3,23591.95,27,3375,-1350,23591.95
2025-03-27,2025-03-27,21250,CE,2350.0,2350.0,2350.0,2350.0,23591.95,1,1575,-75,23591.95
2025-03-27,2025-03-27,22000,CE,1470.0,1642.6,1461.0,1596.3,23591.95,3119,597750,-105225,23591.95
2025-03-27,2025-03-27,23050,CE,425.0,595.0,414.55,544.9,23591.95,4254,166800,-24900,23591.95
2025-03-27,2025-03-27,23250,CE,255.0,400.65,223.15,344.3,23591.95,19924,629775,-35025,23591.95
2025-03-27,2025-03-27,23700,CE,14.05,24.15,0.05,0.25,23591.95,7859236,8766975,-1485150,23591.95
2025-03-27,2025-03-27,24550,CE,0.95,1.9,0.05,0.1,23591.95,184282,567525,-243150,23591.95
2025-03-27,2025-03-27,25300,CE,0.9,2.05,0.05,0.15,23591.95,163275,366975,-516300,23591.95
2025-03-27,2025-03-27,25450,CE,0.75,2.05,0.05,0.1,23591.95,91954,333975,-100125,23591.95
2025-03-27,2025-03-27,25600,CE,0.5,2.1,0.05,0.1,23591.95,89095,382125,-95400,23591.95
2025-03-27,2025-03-27,25650,CE,0.6,2.55,0.05,0.1,23591.95,65200,147450,24975,23591.95
2025-03-27,2025-04-03,21450,CE,0.0,0.0,0.0,2337.85,2168.65,0,600,0,23591.95
2025-03-27,2025-04-03,21800,CE,1810.0,1870.0,1810.0,1859.0,1859.0,13,2325,675,23591.95
2025-03-27,2025-04-03,22850,CE,820.0,852.55,802.85,834.7,834.7,72,117300,3525,23591.95
2025-03-27,2025-04-03,23050,CE,529.45,666.25,529.45,644.35,644.35,272,58425,5400,23591.95
2025-03-27,2025-04-03,23400,CE,265.0,365.0,227.75,337.75,337.75,44101,1029225,247275,23591.95
2025-03-27,2025-04-03,23500,CE,138.0,289.9,138.0,265.35,265.35,200969,2221500,19800,23591.95
2025-03-27,2025-04-03,24300,CE,16.1,26.4,11.35,19.1,19.1,147695,1972050,922575,23591.95
2025-03-27,2025-04-03,24650,CE,6.4,14.3,3.9,6.9,6.9,35934,424725,220725,23591.95
2025-03-27,2025-04-03,25100,CE,2.65,6.8,2.1,2.3,2.3,49919,1040550,330975,23591.95
2025-03-27,2025-04-03,25250,CE,2.4,4.9,1.9,2.1,2.1,14983,190200,88425,23591.95
2025-03-27,2025-04-09,21100,CE,0.0,0.0,0.0,2659.95,2540.75,0,150,0,23591.95
2025-03-27,2025-04-09,21650,CE,0.0,0.0,0.0,2117.3,1992.05,0,225,0,23591.95
