date,expiry,strike,opt_type,open,high,low,close,settle,volume,oi,oi_change,underlying
2025-08-08,2025-09-30,24150,PE,191.0,253.4,191.0,251.35,251.35,100,14100,1725,24363.3
2025-08-08,2025-09-30,23350,PE,68.05,90.95,67.4,88.15,88.15,475,51750,975,24363.3
2025-08-08,2025-09-30,22950,PE,48.45,57.15,47.75,55.45,55.45,113,24150,1650,24363.3
2025-08-08,2025-09-09,25350,PE,0.0,0.0,0.0,848.05,1015.1,0,0,0,24363.3
2025-08-08,2025-09-09,25100,PE,0.0,0.0,0.0,682.15,831.2,0,0,0,24363.3
2025-08-08,2025-09-09,25050,PE,0.0,0.0,0.0,651.25,796.55,0,0,0,24363.3
2025-08-08,2025-09-09,24850,PE,0.0,0.0,0.0,535.55,665.4,0,0,0,24363.3
2025-08-08,2025-09-09,24700,PE,386.3,386.3,386.3,386.3,575.3,1,75,75,24363.3
2025-08-08,2025-09-09,24550,PE,0.0,0.0,0.0,386.8,492.65,0,0,0,24363.3
2025-08-08,2025-09-09,22850,PE,0.0,0.0,0.0,24.25,36.5,0,0,0,24363.3
2025-08-08,2025-09-02,26650,PE,0.0,0.0,0.0,1522.95,2185.85,0,0,0,24363.3
2025-08-08,2025-09-02,25700,PE,0.0,0.0,0.0,809.05,1294.4,0,0,0,24363.3
2025-08-08,2025-09-02,24750,PE,338.6,449.8,338.6,441.9,441.9,11,825,675,24363.3
2025-08-08,2025-09-02,24250,PE,0.0,0.0,0.0,178.85,310.5,0,0,0,24363.3
2025-08-08,2025-09-02,23950,PE,0.0,0.0,0.0,96.0,200.05,0,75,0,24363.3
2025-08-08,2025-09-02,23700,PE,45.4,70.65,44.3,67.1,67.1,516,13650,8925,24363.3
2025-08-08,2025-08-28,26750,PE,0.0,0.0,0.0,2039.85,2301.6,0,825,0,24363.3
2025-08-08,2025-08-28,26650,PE,0.0,0.0,0.0,1974.6,2202.85,0,1725,0,24363.3
2025-08-08,2025-08-28,26250,PE,1808.35,1809.1,1808.35,1808.8,1808.8,8,4050,600,24363.3
2025-08-08,2025-08-28,25400,PE,776.05,991.0,771.5,974.15,974.15,126,384825,-2775,24363.3
2025-08-08,2025-08-28,24850,PE,350.95,511.2,347.75,498.35,498.35,926,80625,-18150,24363.3
2025-08-08,2025-08-28,24600,PE,219.55,346.35,183.7,324.9,324.9,44651,1323525,106125,24363.3
2025-08-08,2025-08-21,26450,PE,0.0,0.0,0.0,1853.75,2031.3,0,150,0,24363.3
2025-08-08,2025-08-21,26250,PE,0.0,0.0,0.0,1655.85,1832.9,0,150,0,24363.3
2025-08-08,2025-08-21,26150,PE,1729.9,1730.75,1728.7,1729.75,1729.75,8,750,600,24363.3
2025-08-08,2025-08-21,25550,PE,1134.05,1136.55,1134.05,1135.15,1135.15,8,750,600,24363.3
2025-08-08,2025-08-21,24400,PE,94.2,198.25,93.85,180.7,180.7,40462,554025,299850,24363.3
2025-08-08,2025-08-21,24300,PE,94.2,154.25,70.65,139.55,139.55,31331,298275,106425,24363.3
2025-08-08,2025-08-21,24050,PE,35.9,79.4,33.45,71.3,71.3,8520,90600,45150,24363.3
2025-08-08,2025-08-21,23250,PE,5.75,11.35,5.75,10.1,10.1,206,11925,825,24363.3
2025-08-08,2025-08-14,27050,PE,0.0,0.0,0.0,2415.35,2660.05,0,225,0,24363.3
2025-08-08,2025-08-14,27000,PE,2424.0,2617.1,2424.0,2617.1,2617.1,9,10575,300,24363.3
2025-08-08,2025-08-14,26650,PE,0.0,0.0,0.0,2021.0,2260.45,0,300,0,24363.3
2025-08-08,2025-08-14,25900,PE,1398.75,1519.35,1398.75,1519.35,1519.35,9,1800,0,24363.3
2025-08-08,2025-08-14,24250,PE,30.0,86.95,27.9,72.35,72.35,1026003,1351725,542625,24363.3
2025-08-08,2025-08-14,24100,PE,18.15,48.15,14.8,38.85,38.85,1059270,2075100,746550,24363.3
2025-08-08,2025-08-14,24050,PE,16.0,39.6,12.55,32.1,32.1,582045,1022025,352500,24363.3
2025-08-08,2025-08-14,22950,PE,2.25,3.15,1.85,2.4,2.4,31949,144150,52725,24363.3
2025-08-08,2029-06-26,29000,CE,0.0,0.0,0.0,5677.9,3773.95,0,0,0,24363.3
2025-08-08,2028-12-26,26000,CE,0.0,0.0,0.0,4879.7,4581.95,0,0,0,24363.3
2025-08-08,2028-12-26,23000,CE,0.0,0.0,0.0,6377.6,6294.0,0,0,0,24363.3
2025-08-08,2027-12-28,25000,CE,0.0,0.0,0.0,4575.0,3908.6,0,75,0,24363.3
2025-08-08,2026-06-30,27000,CE,0.0,0.0,0.0,1352.8,987.0,0,0,0,24363.3
2025-08-08,2026-03-31,29000,CE,103.75,104.0,92.6,95.3,95.3,97,25875,4350,24363.3
2025-08-08,2026-03-31,21000,CE,0.0,0.0,0.0,4255.8,4264.6,0,0,0,24363.3
2025-08-08,2025-12-30,30000,CE,16.95,16.95,15.0,15.8,15.8,378,495225,-6225,24363.3
2025-08-08,2025-12-30,20000,CE,4950.0,4950.0,4841.5,4863.8,4863.8,39,278575,1050,24363.3
2025-08-08,2025-10-28,26350,CE,0.0,0.0,0.0,348.35,208.55,0,0,0,24363.3
2025-08-08,2025-10-28,26050,CE,0.0,0.0,0.0,433.75,269.75,0,0,0,24363.3
2025-08-08,2025-10-28,25150,CE,346.9,346.9,322.65,322.8,322.8,5,2100,150,24363.3
2025-08-08,2025-10-28,24400,CE,880.55,880.55,676.8,688.0,688.0,64,15600,1800,24363.3
2025-08-08,2025-10-28,24150,CE,0.0,0.0,0.0,895.5,1029.45,0,1500,0,24363.3
2025-08-08,2025-10-28,24100,CE,0.0,0.0,0.0,1032.15,1059.35,0,1950,0,24363.3
2025-08-08,2025-09-30,27250,CE,0.0,0.0,0.0,385.9,30.35,0,0,0,24363.3
2025-08-08,2025-09-30,26950,CE,0.0,0.0,0.0,471.2,46.1,0,0,0,24363.3
2025-08-08,2025-09-30,26750,CE,19.05,19.45,17.25,17.25,17.25,10,27750,-150,24363.3
2025-08-08,2025-09-30,26250,CE,35.55,36.3,31.15,31.2,31.2,48,7950,600,24363.3
2025-08-08,2025-09-30,26100,CE,50.1,50.7,36.1,37.3,37.3,1630,135825,-8325,24363.3
2025-08-08,2025-09-30,26050,CE,54.7,54.7,40.9,41.0,41.0,45,10875,450,24363.3
2025-08-08,2025-09-30,24750,CE,403.35,416.75,324.55,329.75,329.75,166,9375,675,24363.3
2025-08-08,2027-12-28,23000,CE,0.0,0.0,0.0,4125.7,5116.8,0,0,0,24363.3
2025-08-08,2027-12-28,20000,CE,0.0,0.0,0.0,5333.85,7268.3,0,0,0,24363.3
2025-08-08,2027-06-29,22000,CE,0.0,0.0,0.0,2783.5,5173.75,0,0,0,24363.3
2025-08-08,2026-12-29,21000,CE,0.0,0.0,0.0,3356.25,5288.4,0,0,0,24363.3
2025-08-08,2026-12-29,19000,CE,0.0,0.0,0.0,8600.0,6970.2,0,125,0,24363.3
2025-08-08,2025-12-30,24000,CE,1450.0,1471.8,1302.0,1321.6,1321.6,918,1018275,6600,24363.3
2025-08-08,2025-10-28,26300,CE,0.0,0.0,0.0,361.6,217.85,0,0,0,24363.3
2025-08-08,2025-10-28,25800,CE,0.0,0.0,0.0,516.4,330.8,0,0,0,24363.3
2025-08-08,2025-10-28,25700,CE,0.0,0.0,0.0,552.55,358.2,0,0,0,24363.3
2025-08-08,2025-10-28,24750,CE,515.35,534.35,500.0,504.65,504.65,21,2175,1425,24363.3
2025-08-08,2025-08-14,23200,CE,1283.95,1283.95,1283.95,1283.95,1187.45,3,750,0,24363.3
2025-08-08,2025-08-14,23500,CE,1105.65,1105.65,881.1,892.55,892.55,860,68100,5925,24363.3
2025-08-08,2025-08-14,23800,CE,805.0,806.35,590.0,611.8,611.8,3162,44625,14175,24363.3
2025-08-08,2025-08-14,23900,CE,710.0,710.45,498.0,511.8,511.8,1037,29025,10800,24363.3
2025-08-08,2025-08-14,25600,CE,1.85,2.0,1.5,1.8,1.8,293541,4626825,2421675,24363.3
2025-08-08,2025-08-14,26400,CE,0.85,1.15,0.8,1.1,1.1,44111,1206525,1003050,24363.3
2025-08-08,2025-08-21,23000,CE,1446.45,1446.45,1446.45,1446.45,1419.15,12,1800,900,24363.3
2025-08-08,2025-08-21,23050,CE,0.0,0.0,0.0,1614.3,1370.7,0,150,0,24363.3
2025-08-08,2025-08-21,23100,CE,0.0,0.0,0.0,1572.55,1322.45,0,150,0,24363.3
2025-08-08,2025-08-21,23600,CE,1035.95,1035.95,819.6,838.35,838.35,17,1050,900,24363.3
2025-08-08,2025-08-21,23900,CE,603.3,661.0,546.2,560.9,560.9,148,6225,4350,24363.3
2025-08-08,2025-08-21,24350,CE,360.05,364.95,216.9,227.8,227.8,2774,43950,33075,24363.3
2025-08-08,2025-08-21,25000,CE,57.0,59.25,28.15,30.6,30.6,65307,1209750,603600,24363.3
2025-08-08,2025-08-21,25100,CE,36.3,41.6,19.6,21.45,21.45,36672,523500,216825,24363.3
2025-08-08,2025-08-21,25600,CE,8.0,8.0,4.6,5.15,5.15,7431,149850,14100,24363.3
2025-08-08,2025-08-28,23200,CE,1353.45,1353.45,1241.65,1245.95,1245.95,15,4875,525,24363.3
2025-08-08,2025-08-28,24250,CE,448.0,449.0,344.95,354.95,354.95,274,32175,3375,24363.3
2025-08-08,2025-08-28,24500,CE,331.25,336.25,205.5,216.35,216.35,94771,2556300,965175,24363.3
2025-08-08,2025-08-28,24900,CE,132.25,134.95,73.8,78.8,78.8,29854,1547175,181650,24363.3
2025-08-08,2025-08-28,26100,CE,8.05,8.05,5.5,6.2,6.2,3469,235050,-31125,24363.3
2025-08-08,2025-08-28,27200,CE,2.25,2.85,1.75,2.85,2.85,51,3900,1050,24363.3
2025-08-08,2025-09-02,23000,CE,0.0,0.0,0.0,2238.45,1489.55,0,0,0,24363.3
2025-08-08,2025-09-02,23800,CE,0.0,0.0,0.0,1514.65,818.85,0,0,0,24363.3
2025-08-08,2025-09-02,25350,CE,0.0,0.0,0.0,483.35,116.4,0,0,0,24363.3
2025-08-08,2025-09-02,25500,CE,35.75,38.3,24.5,25.95,25.95,2162,62250,2625,24363.3
2025-08-08,2025-09-02,25650,CE,25.1,27.1,18.15,18.85,18.85,114,8625,5100,24363.3
2025-08-08,2025-09-02,26250,CE,7.2,7.35,5.8,7.35,7.35,32,3075,-825,24363.3
2025-08-08,2025-09-02,26550,CE,0.0,0.0,0.0,5.5,10.7,0,900,0,24363.3
2025-08-08,2025-09-09,23800,CE,0.0,0.0,0.0,1068.05,882.6,0,0,0,24363.3
2025-08-08,2025-09-09,24300,CE,0.0,0.0,0.0,715.1,564.6,0,0,0,24363.3
2025-08-08,2025-09-09,25150,CE,0.0,0.0,0.0,298.05,213.8,0,0,0,24363.3
2025-08-08,2025-09-09,25300,CE,0.0,0.0,0.0,248.45,176.0,0,0,0,24363.3
2025-08-08,2025-09-09,25550,CE,0.0,0.0,0.0,181.1,122.75,0,0,0,24363.3
2025-08-08,2025-09-30,23850,CE,0.0,0.0,0.0,955.35,1018.8,0,375,0,24363.3
