date,expiry,strike,opt_type,open,high,low,close,settle,volume,oi,oi_change,underlying
2025-09-05,2025-09-23,25050,PE,314.15,418.45,311.4,343.55,477.25,61,4500,225,24741.0
2025-09-05,2025-09-23,24950,PE,251.05,353.8,238.3,265.1,265.1,97,3000,1200,24741.0
2025-09-05,2025-09-23,24850,PE,191.65,292.7,185.0,214.8,214.8,304,14175,3450,24741.0
2025-09-05,2025-09-23,24800,PE,180.0,278.0,159.2,193.25,193.25,4810,84000,23700,24741.0
2025-09-05,2025-09-23,24550,PE,100.0,158.0,85.55,102.65,102.65,876,21450,9750,24741.0
2025-09-05,2025-09-23,24450,PE,72.3,122.3,65.15,78.8,78.8,351,11700,4950,24741.0
2025-09-05,2025-09-23,24400,PE,62.5,113.75,57.0,69.9,69.9,3894,71025,37050,24741.0
2025-09-05,2025-09-23,24350,PE,54.0,93.25,49.15,60.55,60.55,335,9525,3675,24741.0
2025-09-05,2025-09-23,24250,PE,37.5,77.1,37.5,47.0,47.0,904,21900,7125,24741.0
2025-09-05,2025-09-23,24200,PE,0.0,0.0,0.0,125.65,119.0,0,0,0,24741.0
2025-09-05,2025-09-23,24150,PE,0.0,0.0,0.0,116.0,107.4,0,0,0,24741.0
2025-09-05,2025-09-23,24100,PE,52.75,55.4,30.45,32.9,32.9,1172,20925,20925,24741.0
2025-09-05,2025-09-23,24000,PE,22.3,45.0,21.6,27.3,27.3,6829,159075,41250,24741.0
2025-09-05,2025-09-23,23950,PE,22.5,37.5,20.0,24.45,24.45,237,12075,8025,24741.0
2025-09-05,2025-09-23,23900,PE,19.85,34.0,16.7,21.35,21.35,2231,59325,37950,24741.0
2025-09-05,2025-09-23,23750,PE,15.85,24.0,12.6,15.85,15.85,41,8100,-150,24741.0
2025-09-05,2025-09-23,23650,PE,16.4,18.25,12.05,14.0,14.0,30,1425,450,24741.0
2025-09-05,2025-09-23,23450,PE,0.0,0.0,0.0,32.15,18.95,0,0,0,24741.0
2025-09-05,2025-09-23,23400,PE,7.65,11.85,7.5,9.35,9.35,117,11925,3300,24741.0
2025-09-05,2025-09-23,23150,PE,5.15,9.5,5.15,8.95,7.45,93,2325,1200,24741.0
2025-09-05,2025-09-23,23000,PE,4.65,7.6,4.6,5.55,5.55,351,44625,4650,24741.0
2025-09-05,2025-09-23,22900,PE,6.8,7.0,6.55,6.55,3.15,18,525,525,24741.0
2025-09-05,2025-09-23,22850,PE,6.0,6.0,4.6,5.9,5.9,66,4200,2925,24741.0
2025-09-05,2025-09-23,22800,PE,5.5,5.8,4.95,5.0,5.0,19,9375,150,24741.0
2025-09-05,2025-09-16,26850,PE,2030.3,2030.9,2030.3,2030.65,2030.65,4,600,300,24741.0
2025-09-05,2025-09-16,26400,PE,1571.35,1571.35,1571.35,1571.35,1614.25,1,600,75,24741.0
2025-09-05,2025-09-16,26350,PE,1544.95,1544.95,1544.95,1544.95,1564.9,1,225,75,24741.0
2025-09-05,2025-09-16,26300,PE,1495.25,1495.25,1495.25,1495.25,1515.65,1,225,75,24741.0
2025-09-05,2025-09-16,26250,PE,1445.2,1446.2,1445.2,1446.2,1466.5,2,300,150,24741.0
2025-09-05,2025-09-16,26200,PE,1380.0,1380.0,1380.0,1380.0,1417.55,1,150,0,24741.0
2025-09-05,2025-09-16,26100,PE,1275.0,1281.3,1275.0,1281.3,1320.15,2,375,75,24741.0
2025-09-05,2025-09-16,26000,PE,1170.0,1315.0,1154.4,1193.45,1193.45,51,4950,3150,24741.0
2025-09-05,2025-09-16,25950,PE,1149.9,1149.9,1147.3,1147.3,1175.9,2,300,150,24741.0
2025-09-05,2025-09-16,25900,PE,1056.85,1166.95,1045.0,1166.95,1128.45,53,900,375,24741.0
2025-09-05,2025-09-16,25800,PE,954.85,1085.9,954.85,975.0,1034.65,25,2025,225,24741.0
2025-09-05,2025-09-16,25700,PE,864.0,992.0,862.75,905.7,942.8,88,1425,1050,24741.0
