date,expiry,strike,opt_type,open,high,low,close,settle,volume,oi,oi_change,underlying
2024-05-31,2024-06-06,20200,CE,2378.65,2476.8,2350.0,2420.0,2420.0,33,2300,75,0.0
2024-05-31,2024-06-06,20250,CE,0.0,0.0,0.0,2312.2,2304.25,0,1175,0,0.0
2024-05-31,2024-06-06,20300,CE,0.0,0.0,0.0,2270.8,2254.35,0,1425,0,0.0
2024-05-31,2024-06-06,20350,CE,0.0,0.0,0.0,2181.0,2204.4,0,1125,0,0.0
2024-05-31,2024-06-06,20400,CE,0.0,0.0,0.0,2170.05,2154.45,0,650,0,0.0
2024-05-31,2024-06-06,20450,CE,0.0,0.0,0.0,2115.8,2104.5,0,1000,0,0.0
2024-05-31,2024-06-06,20500,CE,2135.15,2184.0,2066.0,2147.7,2147.7,319,18375,-300,0.0
2024-05-31,2024-06-06,20550,CE,0.0,0.0,0.0,1988.25,2004.6,0,4550,0,0.0
2024-05-31,2024-06-06,20600,CE,1981.0,1981.0,1981.0,1981.0,1954.7,2,4825,-25,0.0
2024-05-31,2024-06-06,20650,CE,2000.05,2225.9,2000.05,2035.05,1904.75,26,5825,0,0.0
2024-05-31,2024-06-06,20700,CE,0.0,0.0,0.0,1955.0,1854.8,0,9000,0,0.0
2024-05-31,2024-06-06,20750,CE,1905.05,2036.05,1758.2,1841.6,1841.6,31,8850,50,0.0
2024-05-31,2024-06-06,20800,CE,1800.0,1833.25,1767.5,1788.85,1754.9,5,1750,25,0.0
2024-05-31,2024-06-06,20850,CE,1821.4,1821.4,1801.3,1801.3,1704.95,8,800,0,0.0
2024-05-31,2024-06-06,20900,CE,1772.1,1784.1,1772.1,1784.1,1784.1,9,9350,100,0.0
2024-05-31,2024-06-06,20950,CE,0.0,0.0,0.0,1646.55,1605.1,0,3950,0,0.0
2024-05-31,2024-06-06,21000,CE,1670.9,1727.35,1580.3,1655.8,1655.8,12896,258750,185000,0.0
2024-05-31,2024-06-06,21050,CE,1634.85,1634.85,1614.65,1614.65,1505.2,10,5150,100,0.0
2024-05-31,2024-06-06,21100,CE,1530.0,1530.0,1362.55,1362.55,1455.25,2,2775,25,0.0
2024-05-31,2024-06-06,21150,CE,0.0,0.0,0.0,1532.0,1405.35,0,2275,0,0.0
2024-05-31,2024-06-06,21200,CE,1444.0,1505.0,1444.0,1505.0,1505.0,4,7925,0,0.0
2024-05-31,2024-06-06,21250,CE,1499.3,1499.3,1370.25,1400.0,1400.0,11,950,75,0.0
2024-05-31,2024-06-06,21300,CE,1400.8,1438.0,1308.15,1396.8,1396.8,235,6300,5125,0.0
2024-05-31,2024-06-06,21350,CE,1306.0,1368.9,1269.0,1335.3,1335.3,7,475,0,0.0
2024-05-31,2024-06-06,21400,CE,1318.95,1349.35,1220.8,1308.75,1308.75,1038,7650,2625,0.0
2024-05-31,2024-06-06,21450,CE,1266.05,1389.3,1200.7,1267.35,1267.35,277,2950,2500,0.0
2024-05-31,2024-06-06,21500,CE,1231.0,1266.85,1116.5,1218.7,1218.7,5703,95050,40000,0.0
2024-05-31,2024-06-06,21550,CE,1182.05,1218.25,1059.05,1149.0,1149.0,31,1200,275,0.0
2024-05-31,2024-06-06,21600,CE,1135.4,1175.4,1049.25,1138.75,1138.75,748,12075,4200,0.0
2024-05-31,2024-06-06,21650,CE,1113.05,1134.3,1008.0,1079.25,1079.25,92,4700,-450,0.0
2024-05-31,2024-06-06,21700,CE,1050.0,1090.2,967.1,1062.25,1062.25,745,10325,-200,0.0
2024-05-31,2024-06-06,21750,CE,1030.0,1078.25,920.25,1024.5,1024.5,194,5675,-350,0.0
2024-05-31,2024-06-06,21800,CE,979.0,1017.0,885.5,976.3,976.3,1687,37350,3725,0.0
2024-05-31,2024-06-06,21850,CE,934.15,995.55,845.2,944.95,944.95,1657,23850,17875,0.0
2024-05-31,2024-06-06,21900,CE,895.95,940.1,810.0,911.65,911.65,1988,14550,4025,0.0
2024-05-31,2024-06-06,21950,CE,857.95,896.0,770.6,873.15,873.15,1879,26100,20050,0.0
2024-05-31,2024-06-06,22000,CE,816.95,857.0,729.15,824.4,824.4,43620,624275,17175,0.0
2024-05-31,2024-06-06,22050,CE,795.1,818.65,697.05,788.25,788.25,1846,13150,50,0.0
2024-05-31,2024-06-06,22100,CE,744.95,782.1,660.8,755.8,755.8,8240,41000,14400,0.0
2024-05-31,2024-06-06,22150,CE,714.65,743.1,627.1,721.55,721.55,4221,23225,12950,0.0
2024-05-31,2024-06-06,22200,CE,679.25,710.2,593.0,683.3,683.3,21841,114250,36525,0.0
2024-05-31,2024-06-06,22250,CE,652.35,674.25,559.7,651.55,651.55,10046,29225,7600,0.0
2024-05-31,2024-06-06,22300,CE,607.05,639.95,528.3,615.25,615.25,53768,129500,33400,0.0
2024-05-31,2024-06-06,22350,CE,585.15,607.0,495.6,583.05,583.05,36137,63100,30000,0.0
2024-05-31,2024-06-06,22400,CE,534.95,575.0,465.0,552.7,552.7,161914,334675,99725,0.0
2024-05-31,2024-06-06,22450,CE,509.0,542.95,435.15,517.3,517.3,160115,1131050,-14350,0.0
2024-05-31,2024-06-06,22500,CE,496.0,512.0,406.15,486.85,486.85,1067579,2499200,817625,0.0
2024-05-31,2024-06-06,22550,CE,557.0,557.0,378.25,460.4,460.4,651036,568750,253700,0.0
2024-05-31,2024-06-06,22600,CE,450.0,454.2,350.0,430.0,430.0,1412968,2141225,798525,0.0
2024-05-31,2024-06-06,22650,CE,411.0,427.95,325.4,403.8,403.8,521269,558250,314525,0.0
2024-05-31,2024-06-06,22700,CE,385.0,400.85,296.85,375.7,375.7,833510,1326100,307750,0.0
2024-05-31,2024-06-06,22750,CE,361.0,376.7,276.35,350.25,350.25,204699,333350,163725,0.0
2024-05-31,2024-06-06,22800,CE,345.6,357.45,253.55,326.15,326.15,490481,1734900,556875,0.0
2024-05-31,2024-06-06,22850,CE,324.95,334.6,231.85,302.0,302.0,133008,315275,159050,0.0
2024-05-31,2024-06-06,22900,CE,300.0,350.0,212.0,279.3,279.3,279309,823350,362625,0.0
2024-05-31,2024-06-06,22950,CE,292.15,299.95,192.85,258.55,258.55,114339,374225,215425,0.0
2024-05-31,2024-06-06,23000,CE,261.0,299.4,176.0,238.55,238.55,1221935,6501400,2590175,0.0
2024-05-31,2024-06-06,23050,CE,241.25,254.0,158.4,218.75,218.75,125781,445175,331375,0.0
2024-05-31,2024-06-06,23100,CE,217.25,260.0,143.0,201.2,201.2,310959,1227825,318875,0.0
2024-05-31,2024-06-06,23150,CE,216.05,222.85,129.75,185.05,185.05,142037,539875,344275,0.0
2024-05-31,2024-06-06,23200,CE,195.0,216.0,117.0,169.85,169.85,430161,1788725,965575,0.0
2024-05-31,2024-06-06,23250,CE,187.0,192.95,106.4,155.7,155.7,171833,754425,626200,0.0
2024-05-31,2024-06-06,23300,CE,165.0,181.65,97.25,144.75,144.75,329738,1502450,957550,0.0
2024-05-31,2024-06-06,23350,CE,160.75,169.2,88.8,134.6,134.6,123530,472750,355375,0.0
2024-05-31,2024-06-06,23400,CE,124.75,164.5,81.2,124.15,124.15,425846,1899750,821225,0.0
2024-05-31,2024-06-06,23450,CE,136.45,147.8,75.1,116.75,116.75,156035,453025,316525,0.0
2024-05-31,2024-06-06,23500,CE,123.7,160.0,70.45,110.2,110.2,1083617,5745925,2680525,0.0
2024-05-31,2024-06-06,23550,CE,124.0,131.3,65.6,102.25,102.25,123248,354575,235650,0.0
2024-05-31,2024-06-06,23600,CE,113.8,124.6,60.75,97.0,97.0,309901,1228575,598175,0.0
2024-05-31,2024-06-06,23650,CE,102.2,117.8,57.45,91.5,91.5,115750,359575,283650,0.0
2024-05-31,2024-06-06,23700,CE,95.4,114.85,53.85,86.95,86.95,234841,1064425,685775,0.0
2024-05-31,2024-06-06,23750,CE,93.55,102.7,50.1,82.15,82.15,62535,161275,107300,0.0
2024-05-31,2024-06-06,23800,CE,84.3,97.25,47.3,77.3,77.3,242627,1109225,351100,0.0
2024-05-31,2024-06-06,23850,CE,78.9,92.65,44.85,73.0,73.0,47402,139775,64600,0.0
2024-05-31,2024-06-06,23900,CE,75.45,87.9,42.55,69.75,69.75,120765,290100,115225,0.0
2024-05-31,2024-06-06,23950,CE,70.5,83.45,40.5,66.55,66.55,69388,116075,63150,0.0
2024-05-31,2024-06-06,24000,CE,68.6,80.0,38.0,62.75,62.75,1074562,6304575,2137325,0.0
